Type,Construction Type,Floor Area,Address,Price,Currency,Description,Datetime,Furniture,Elevator,Location from the Street,Entrance,Parking,Links,Lease Type,Minimum Rental Period,Prepayment,Utility Payments
Office Space,,110 sq.m.,"Mesrop Mashtots street, Vagharshapat","500,000 ֏",AMD,"Գտնվում է քաղաքի կենտրոնական փողոցում: Կապիտալ վերանորոգված է, փոխվել են բոլոր խողովակներն ու էլեկտրալարերը: Ետնամասում ունի ընդարձակ աշխատասենյակ, բոլոր հարմարություններով խոհանոց և սանհանգույց: Գտնվում է քաղաքի թիվ 2 դպրոցի հարևանությամբ:Расположен на центральной улице города. Полностью отремонтирован, поменяны все трубы и проводка. В задней части есть просторный офис, полностью оборудованная кухня и ванная комната. Находится рядом со школой №2 города.Located on the central street of the city. Completely renovated, all pipes and wiring have been changed. At the back there is a spacious office, fully equipped kitchen and bathroom. It is located next to school No. 2 of the city.",Dec-12-2022_20-21,Available,Not available,First Line,Separate from the Street,,https://list.am/en/item/18122708,Direct Lease,6 months,By Agreement,By Agreement
Industrial and Manufacturing,,120 sq.m.,Armavir › Parakar,"150,000 ֏",AMD,"Production spaces of various sizes are for rent.There is three-phase electricity, water.Suitable for small and medium production.About 2 km from Zvartnots airport, from the M5 interstate road is asphalted to the area.It is possible to adapt the space for you, in case of long-term lease.The entire area is videotaped.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18012363,,,,
Retail Space,,60 sq.m.,"Բարեկամության փողոց 22, Ոսկեհատ","100,000 ֏",AMD,"Gutap, 60 m area, is located on Voskehat-Echmiadzin road.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17017988,,,,
Industrial and Manufacturing,,4000 sq.m.,"Armavir Highway, Metsamoravan","500,000 ֏",AMD,"Livestock building is for rent, it is located 1 km away from Yerevan Armavir M5 highway, in front of the gas station, on the road, it is convenient for undertaking various production activities, there is electricity, drinking and well water. The area is fenced.Translated from Armenian",Dec-12-2022_20-21,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/15880441,Direct Lease,1 year,1 month,Not included
Retail Space,,120 sq.m.,"Aragatsi street, Vagharshapat","400,000 ֏",AMD,"Commercial space for rent in Zvartnots district of Etchmiadzin (buildings), in the busiest part. It is very suitable for any activity.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18159265,,,,
Agricultural Space,,"10,000 sq.m.",Armavir › Musaler,"150,000 ֏",AMD,"Agricultural land in Musaler, 10,000 sq. M. M:There is waterTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17976429,,,,
Industrial and Manufacturing,,100 sq.m.,"Isahak Gasparyan street, Parakar","150,000 ֏",AMD,"100 square meter production area for rent in Parakar, total land area 600 square meters, fully fenced, with all utilitiesTranslated from Armenian",Dec-12-2022_20-21,Not available,Not available,Second Line,Common from the Street,,https://list.am/en/item/18356173,Direct Lease,6 months,1 month,Not included
Automotive Service,,,"Էջմիածին փողոց 1, Պտղունք","50,000 ֏",AMD,"The area of the building is 45 square meters, it can be used as a car service pointIt is located on the 1st line of the Yerevan-Echmiadzin highway.These changes can be used as a point of auto serviceCar service fee is 50,000 AMD per monthTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17307096,,,,
Warehouse,,64 sq.m.,"Էջմիածին փողոց, Պտղունք","100,000 ֏",AMD,"The area of the building is 64 square meters, it can be used as a warehouseThe building is located on the 1st line of the Yerevan-Etchmiadzin highway.Warehouse fee: 100,000 AMD per monthTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17307201,,,,
Automotive Service,,1000 sq.m.,Armavir › Echmiadzin,"450,000 ֏",AMD,"1000 sq / m area is for rent in Echmiadzin on the Arach line, of which 350 sq / m is a building. The building includes a 3-point car service office մաս vulcanization shop մաս office part. There is a 650 sq / m fenced area at the back of the building which can be used for any activity. All the communications are available. For questions, call the mentioned number.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/16900888,,,,
Retail Space,,24 sq.m.,"Մխիթար Հերացու փողոց 8/1, Արմավիր","50,000 ֏",AMD,"A 24 square meter area is for rent, which was used as a vegetable shop. The shop has all the necessary things to run a vegetable shop. If you wish, you can carry out other activities. It is located on Heratsi Street in Armavir city, next to the newly built church.Translated from Armenian",Dec-12-2022_20-21,Available,Not available,First Line,Common from the Courtyard,,https://list.am/en/item/18460272,Direct Lease,1 month,1 month,Included
Retail Space,,271 sq.m.,"Էջմիածին փողոց 140, Պտղունք","420,000 ֏",AMD,"25 m. In length, 12 m. The width is 271 square meters. Newly built commercial area with a total area, with three-phase electricity and round-the-clock water supply, in front of the building is the entire length of the building and 11 m. Wide parking space. The area is located on the Yerevan-Echmiadzin highway (near Musaler village, Ptghunk community)Translated from Armenian",Dec-12-2022_20-21,Not available,Not available,First Line,Common from the Street,,https://list.am/en/item/18386928,Direct Lease,3 years,Without prepayment,Not included
Hotel,,120 sq.m.,Armavir › Echmiadzin,"10,000 ֏",AMD,"Code 7411For various events, an area with an indoor swimming pool and a sauna is available for rent, and each hour of the sauna costs 2000 HUF, rooms with a daily rent of 8-10,000, compartments, other outdoor space, including a swimming pool, a 2-3-room residential area for 100,000 per month, as well as a banquet hall. Moreover, you can bring your food with you or order it from us at reasonable prices.Translated from Armenian",Dec-12-2022_20-21,Available,Not available,Second Line,Common from the Courtyard,"Outdoor parking, garage",https://list.am/en/item/18093055,Direct Lease,1 month,1 month,Not included
Industrial and Manufacturing,,300 sq.m.,"Էջմիածնի խճուղի 18, Ապագա","800,000 ֏",AMD,A dairy factory for rent with all its facilities. Tani Panri Ttvaseri Milk Curd. Owned by Sarnara.Translated from Armenian,Dec-12-2022_20-21,Available,Not available,First Line,Separate from the Street,"Outdoor parking, covered parking, garage",https://list.am/en/item/18601688,Direct Lease,5 years,By Agreement,Not included
Multifunctional Space,,650 sq.m.,Armavir › Parakar,"520,000 ֏",AMD,"Multipurpose space for rent in Parakyar.There are buildings on the premises that can serve as workshop space and some for storage. The area of the spare part is 650 square meters, AMD 800 per square meter.The area of the production area is 1600 square meters, 1 square meter costs AMD 700.For details, you can call the indicated phone number and the same numberwhatsapp (+ 374)viber (+ 374)Translated from Armenian",Dec-12-2022_20-21,By agreement,Not available,First Line,Separate from the Street,,https://list.am/en/item/18432930,Direct Lease,1 year,By Agreement,By Agreement
Industrial and Manufacturing,,400 sq.m.,Armavir › Echmiadzin,"400,000 ֏",AMD,"Production space for rent.The area is under video surveillance, there is a security system, WiFi, three-phase water, constant water.There is parking for trucks and cars.Next to Etchmiadzin-Yerevan highway.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18494524,,,,
Office Space,,200 sq.m.,"H. Abrahamyan street, Parakar","8,000 ֏",AMD,"Spaces for rent for office activities, starting from 20 square meters.The price is for 1 square meter, utilities includedTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18224076,,,,
Warehouse,,250 sq.m.,"H. Abrahamyan street 15, Parakar","20,000 ֏",AMD,Storage area:Translated from Armenian,Dec-12-2022_20-21,,,,,,https://list.am/en/item/17866955,,,,
Agricultural Space,,30 sq.m.,"Հ. Աբրահամյան փողոց 15, Փարաքար","10,000 ֏",AMD,"Մրգի սառնարան, նախատեսված է 25 ից 30 տոննա մրգի համար ։",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17778102,,,,
Multifunctional Space,,392 sq.m.,Armavir › Armavir,"$1,200",USD,"Commercial area is for rentArmavir, Parakar-Tairov• 392/348 square meters• 200 square meters / land• 3 floors / stone /_•thoroughly reconstructed• Communications are available• 1st and 2nd floors operating halls• The 3rd floor is residential• Suitable for different types of activities.Code VM740Translated from Armenian",Dec-12-2022_20-21,Available,Not available,First Line,Common from the Street,,https://list.am/en/item/17147913,Direct Lease,1 year,1 month,Not included
Industrial and Manufacturing,,10 sq.m.,"3-րդ թաղամաս 121, Վաղարշապատ","$17,500",USD,"Business for sale in EtchmiadzinDESCRIPTION:Fodder production for sale.The business has been operating since 2016, thanks to its honest and conscientious work, it has gained a great reputation, both in Etchmiadzin and in all the surrounding villages.The business includes:-mill, drum (KDU-2), which is in very good condition.Truck (FORD TRANSIT) which is also in very good condition.-2 phone number through which customers call; on the contrary, there are also customer phone numbers.The area is rented:The business is still operating, for all other questions call the mentioned phone number.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/16309035,,,,
Automotive Service,,40 sq.m.,"Kamo street 5, Vagharshapat","120,000 ֏",AMD,The working space of the processor is provided for rent or transaction.Translated from Armenian,Dec-12-2022_20-21,,,,,,https://list.am/en/item/16606927,,,,
Office Space,,200 sq.m.,"Kamo street 5, Vagharshapat","400,000 ֏",AMD,"Сдается офисное помещение в аренду в центре Эчмиадзина, около школы N2 имени Гр. Нарекаци. Возможна частичная по усмотрению клиента.Վարձով է տրամադրվում գրասենյակային տարածք Էջմիածնի կենտրոնում (Գր․ Նարեկացու անվան N2 դպրոցի հարեվանությամբ) : Տարածքի տրամադրումը հնարավոր է ըստ նախընտրելի չափսերի:",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17654022,,,,
Retail Space,,80 sq.m.,"Jivani street 15, Armavir","180,000 ֏",AMD,"Area 4 rooms. Renovated, suitable for both commercial and office use (call this number - zero, ninety eight, twenty six, zero, zero, seventy)Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18464931,,,,
Agricultural Space,,4000 sq.m.,Armavir › Parakar,"450,000 ֏",AMD,"It is given for grazing, only to shepherds. 4 hectares.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18466406,,,,
Multifunctional Space,,1200 sq.m.,Armavir › Echmiadzin,"$1,000",USD,Сдаётся площадь от собственника,Dec-12-2022_20-21,,,,,,https://list.am/en/item/18562642,,,,
Retail Space,,120 sq.m.,Armavir › Echmiadzin,"550,000 ֏",AMD,"For rent, renovated 120 square ceiling, 3.5 meters, located at 6/58 in Aaragatsi district of Etchmazin.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18146399,,,,
Everything Else,,80 sq.m.,"Vazgen Arajin street, Vagharshapat","250,000 ֏",AMD,"For rent, call for detailsTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18551391,,,,
Retail Space,,60 sq.m.,Armavir › Armavir,"40,000 ֏",AMD,"Domik _ plot of land. Close to the train and bus station, suitable for selling agricultural and economic goods. Previously, there was a 17-year-old business license.The land is also for sale with Domik.The house is ""7x3.5/24.5 sq. M.The cottage has two roomsIt is in good condition. It has an iron door and window.The price of the house is AMD 850,000.The rent is AMD 40,000.With Landlord and Domik""The price is AMD 6,500,000.NegotiableUrgent.The area is intended for a two-story structure.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17485895,,,,
Multifunctional Space,,1200 sq.m.,Armavir › Parakar,"$2,000",USD,"Գրասենյակային տարածքներ սկսած 18քմ-ից։1 քմ արժեքը 10.000 դրամ է, որն իր մեջ ներառում է էլեկտրաէներգիա, ջրամատակարարում, ջեռուցում և հովացում, հակահրդեհային անվտանգություն, գրասենյակների մաքրություն և աղբահանություն, անվտանգություն, անվճար ավտոկայանատեղի նախատեսված 20-25 մեքենաների համար։Офисные площади от 18 кв. М. , стоимость 1 кв. М 10 000 драм, в которые входит электричество, водоснабжение, отопление-охлаждение, пожарная безопасность, парковка, вывоз мусора, охрана, бесплатная парковка 20 -25. Для автомобилей.ВСЕ ВОПРОСЫ ПО ТЕЛЕФОНУԿոդ SV121",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17811636,,,,
Everything Else,,7500 sq.m.,"Զվարթնոց թաղամաս, Վաղարշապատ","$15,000",USD,"Type of land in privatization… Land has not been developed for 10 years, there are buildings in the southern areasTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17134365,,,,
Agricultural Space,,800 sq.m.,Armavir › Echmiadzin,"75,000 ֏",AMD,"Cattle farm for rent, intended for pigs, but can be used for other animals. Livestock farm premises 5.30 / 7.30 plot premises 800 square meters fenced on the main roadTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18522782,,,,
Office Space,,1600 sq.m.,"Մեսրոպ Մաշտոցի փողոց, Վաղարշապատ","2,000,000 ֏",AMD,A lot for the innovation center tooTranslated from Armenian,Dec-12-2022_20-21,,,,,,https://list.am/en/item/18414802,,,,
Office Space,,50 sq.m.,"Jivani street 15, Armavir","120,000 ֏",AMD,The apartment has two rooms and a bathroom. It is located in front of cheese and bread with a detailed greetingTranslated from Armenian,Dec-12-2022_20-21,,,,,,https://list.am/en/item/18023745,,,,
Office Space,,200 sq.m.,"H. Abrahamyan street 19, Parakar","8,000 ֏",AMD,"The cost of 1 sq. M. What is it for?Office spaces in the business center are for rent.New renovation, bright and spacious spaces.The rent starts from 20 sq. M. From:The price includes utilities.You can call for details.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18182989,,,,
Retail Space,,200 sq.m.,"H. Abrahamyan street 19, Parakar","$3,600",USD,"Commercial spaces on the first floor of the business center are for rent.The premises can be used for a supermarket, pharmacy, fast food restaurant and other similar activities.New renovation, bright and spacious spaces.You can call for details.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18182988,,,,
Multifunctional Space,,55 sq.m.,Armavir › Echmiadzin,"150,000 ֏",AMD,"The area is in Zvartnots. 55 sq. M. Bathroom. Busy section. Suitable for office, grocery store, beauty salon and other activities.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/16439426,,,,
Everything Else,,,"Erevanyan street, Armavir","200,000 ֏",AMD,"Տրվում է վարձով կամ վաճառվում է տարածք Արմավիրի սկզբնամասում, Երևան-Արմավիր մայրուղու վրա;Տարածքը հարմար է տարբեր առևտրաարդյունաբերական գործունեություն ծավալելու համար;Նախկինում ծառայել է որպես մրգի և բանջարեղենի սառնարան;",Dec-12-2022_20-21,,,,,,https://list.am/en/item/14668189,,,,
Hotel,,600 sq.m.,"Մերձավանի խճուղի 1, Փարաքար","1,000,000 ֏",AMD,"It is an active business. 10 rooms with their own bathrooms. Some rooms have sauna, swimming pool. All rooms have air conditioning. Has a kitchen. It's on the way. The rent of the entire hotel is AMD 1,000,000 per monthTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18461590,,,,
Industrial and Manufacturing,,25 sq.m.,Armavir › Parakar,"10,000 ֏",AMD,"A refrigeration complex is for rent in Parakar, near the highway. With temperature up to -25 °. Full or partial rent is possible. New equipment is installed.RefrigeratorRefrigeration complexXoledeynik:Holder:Morozilka:Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/16958839,,,,
Retail Space,,110 sq.m.,"2 block, Metsamor","80,000 ֏",AMD,"Three-phase electricity, water, capital, I will not pay a penny, call real people and those who want realTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18217147,,,,
Warehouse,,60 sq.m.,"Էջմիածին փողոց 1, Պտղունք","250,000 ֏",AMD,"2 shelters with a capacity of 9 tons are for rent only long-term. For 5-6 months and for a long time, he is in EjmiatsinTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18018538,,,,
Building,,368 sq.m.,"Mesrop Mashtots street, Vagharshapat","1,000,000 ֏",AMD,"A multifunctional building is for long-term rent in the central part of Etchmiadzin, 30 m from the main street, Mashtots, and 350 m from the Square, Mother See of Holy Etchmiadzin. It was built in the 90s.The total area is 368 square metersIt consists of two floors;There are 2 halls on the ground floor, the largest of which is 90 square meters.On the second floor,spacious hallbathroomHall in zero conditionHeating: Cooling is provided by an air conditioner.The building has gas, electricity, water, three-phase electricity.Suitable for a bank, shop, development center, art house, kindergarten or other purpose.Code 16585135Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/16585135,,,,
Retail Space,,90 sq.m.,"Բաղրամյան փողոց 17, Արմավիր","300,000 ֏",AMD,"A new 2-storey shop is for rent, each floor is 90 square meters, suitable for any type, the business space is located in the city, 1 lineTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17653415,,,,
Retail Space,,111 sq.m.,"Mesrop Mashtots street, Vagharshapat","550,000 ֏",AMD,"A two-story space is for rent in Etchmiadzin, with a total area of 111 square meters. It also has a basement. The area is located in the central part of Etchmiadzin city. The space is multifunctional and can be used for office as well as other types of activities.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18477164,,,,
Functioning Business,,180 sq.m.,"2nd Street 9, Musaler","200,000 ֏",AMD,"Сдаётся в Аренду, 3-помещение по 60-кв. М",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17932026,,,,
Multifunctional Space,,100 sq.m.,Armavir › Echmiadzin,"50,000 ֏",AMD,A space for rent not far from the square.Translated from Armenian,Dec-12-2022_20-21,,,,,,https://list.am/en/item/18190862,,,,
Automotive Service,,80 sq.m.,Armavir › Echmiadzin,"100,000 ֏",AMD,The rental price is finalTranslated from Armenian,Dec-12-2022_20-21,,,,,,https://list.am/en/item/18449655,,,,
Multifunctional Space,,180 sq.m.,Armavir › Echmiadzin,"180,000 ֏",AMD,"A commercial or residential space is for rent on the first line of Teryan Street in Etchmiadzin. It has 2 rooms, 2 entrances, bathroom, etcTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18155244,,,,
Retail Space,,170 sq.m.,"Մայրաքաղաքային փողոց, Երևան","500,000 ֏",AMD,"Commercial space for rent in Argavand, 1st lane, next to Beko store. The area is renovated. Suitable for any activity. It also has a storage space for an additional fee.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18253970,,,,
