Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Address,Price,Currency,Description,Datetime,Parking,Links,Construction Type
Automotive Service,500 sq.m.,,,,,,,,,Lorri › Stepanavan,"$29,000",USD,"Georgian-Armenian 21/1 first line. The land area is 500 m, the building is 114 m. It can also be used for other commercial purposes.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/15574422,Stone
Industrial and Manufacturing,1770 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,"Դպրոցի փողոց 20/1, Վանաձոր","187,000,000 ֏",AMD,"The building is located in the center of Vanadzor, at 20-1 School street, Vanadzor city, next to the city park.The building has 3 floors, a total of about 1800 m-2. In addition, there is also about 1000 m-2 of land available/parking lot/.The building's roof tiles are brand new. The area is located in the Center of Vanadzor.Translated from Armenian",Dec-12-2022_20-39,Outdoor parking,https://list.am/en/item/18083018,Monolith
Office Space,294 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,Lorri › Vanadzor,"67,900,000 ֏",AMD,"The area is located on the 1st floor of a 3-storey building on Khorenatsi Street, completely renovated, with all communal facilities.Formerly used as a bank branch, it is also convenient to use as an office or other similar activity. Price NegotiableTranslated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/17202305,Stone
Office Space,60 sq.m.,Available,Not available,First Line,Separate from the Street,,,,,"Բաղրամյան փողոց, Ստեփանավան","$50,000",USD,Office space is for sale in Stepanavan Square. Suitable for both office and commercial use.Translated from Armenian,Dec-12-2022_20-39,,https://list.am/en/item/18443014,Stone
Agricultural Space,656 sq.m.,Not available,Not available,Second Line,Common from the Street,,,,,Lorri › Lernantsk,"8,386,000 ֏",AMD,"Գույքը հանդիսանում է Բանկի գրավ, որը գտնվում է ՍՆԱՆԿՈՒԹՅԱՆ աճուրդում:Լոռու մարզ, գ․ Լեռնանցք, 11 փ. , 2-րդ նրբ. , 1-ին փկղ. , 2/2 հասցեում գտնվող անշարժ գույք, շինությունը՝ 384քմ (օգտագործվում է որպես անասնագոմ), հողամասի մակերեսը՝ 1492քմ: Շինությունը մեկհարկանի, քարե, տանիքը` Շիֆեր, լուսամուտները` Փայտե, ներքին ընդհանուր վիճակը` Առանց հարդարման, ջեռուցումը` Հոսանքով: Առկա են դարպասներ, ենթակառուցվածքներ:Լոռու մարզ, գ․ Լեռնանցքում շինություն՝ 271․8քմ (օգտագործվում է որպես անասնագոմ), hողամասի մակերեսը՝ 500քմ: Շինությունը մեկհարկանի, երկաթբետոնե, տանիքը` Շիֆեր, մասամբ մետաղական, միջհարկային ծածկը` Փայտից, լուսամուտները` Փայտե միջսենյակային դռները` Մետաղական, ներքին ընդհանուր վիճակը` Առաստաղը, պատերը` Ներկված, առանց հարդարման, ջեռուցումը` Հոսանքով: Առկա են դարպասներ, ենթակառուցվածքներ։ Նշված երկու անշարժ գույքերը հարևան հողամասերի վրա հարակից շինություններ են։Ներկայացվող գույքը կարող եք ձեռք բերել նաև Բանկի կողմից վարկավորման միջոցով՝ տվյալ պահին գործող վարկավորման պայմաններով և սակագներով:! Ուշադրություն!Գույքը ծանրաբեռնված է փաստացի օգտագործողներով, որոնց վտարուման և պայմանագրից բխող բոլոր անհրաժեշտ ծախսերը և գործողությունները կատարվելու է աճուրդում հաղթող ճանաչված մասնակցի կողմից:",Dec-12-2022_20-39,,https://list.am/en/item/17744624,Stone
Industrial and Manufacturing,1800 sq.m.,,,,,,,,,Lorri › Vanadzor,"36,000,000 ֏",AMD,"For sale is a production space with its separate buildings: Workshops, administrative building. The common area is fenced, gasified, has all utilities.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/13259716,Panels
Functioning Business,"10,000 sq.m.",,,,,,,,,Lorri › Spitak,"$700,000",USD,"Տարածքը գտնվում է Սպիտակում Նալբանդ գյուղումԸնդհանուր մակերեսը 10,000քմԳտնվում է միջպետական ճանապարհի վրա ՝ Վանաձոր-Գյումրի- ԹուրքիաՆերսում կա սրճարանի տարածք, գազալցակայան նախատեսված մեթան և պրոպան գազի համար իր ողջ տեխնիկայով, բենզալցակայան,Ունի բոլոր թույտվություններըՏեղադրված է Վիսոկի (նախատեսված է գազի բարձր ճնշում ապահովելու համար.Կոդ Y-01",Dec-12-2022_20-39,,https://list.am/en/item/16467609,Stone
Everything Else,20 sq.m.,,,,,,,,,"Yerevan highway, Vanadzor","400,000 ֏",AMD,"Normally preserved, the interior is in factory condition: Opening carpet, wooden cabinets, table with shelves, wardrobe, etc. (Can be sold together with the land, Vanadzor, Shahumyan community, 1000 square meters, 6000 dollars)Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/14306133,Cassette
Industrial and Manufacturing,75 sq.m.,,,,,,,,,Lorri › Stepanavan,"$250,000",USD,"The area is 75000 square meters, of which 4000 square meters is a lake, there are 30 square meters, there is a fish cage stone building, a guard lodge stone building, 9 fish basins, there are two places: Natural hot water coming from underground + 10 and + 24(for sale or for rent)Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/14361902,Stone
Retail Space,11 sq.m.,,,,,,,,,"Alek Manoukyan street, Spitak","$2,100",USD,"Stone basement for sale (basement) Q. In Spitak, in Torosyan 10 building, it is in a very good position, it is not wet at all, no pipes pass through it.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/15694107,Stone
Retail Space,330 sq.m.,,,,,,,,,"Myasnikyan street, Vanadzor","$520,000",USD,"В центре г. Ванадзора (улица Мясникяна 4/2) продаётся трёхэтажное новостроенное здание всеми комунальными удобствами, каждый этаж площадью 100 квмЕсть несколько санузлов, вода постоянная, трёхфазное и однофазное эл. Снабжение из двух разных подстанций. Здание имеет и цокольный этаж пл. 35 квм с 70 см- овыми бетонными стенами. У здании есть и прилегающая территория пл. 70 квмНа первом этаже есть действующий магазин.Здание удобно для осуществления банковской деятельности, торгового центра, гостиницы, офисов, жилого дома и тд",Dec-12-2022_20-39,,https://list.am/en/item/18211715,Stone
Agricultural Space,840 sq.m.,,,,,,,,,Lorri › Arjut,"25,000,000 ֏",AMD,"Farm barn barn is equipped with automatic drinking troughs, three-phase electricity, electric automatic garbage disposal system, permanent hot-cold water, euro-repaired milk reception point, 2 tiled rooms, which can be used for nesting, 1 room with pork loin, 1 separate wooden production area:Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/17588052,Panels
Industrial and Manufacturing,840 sq.m.,,,,,,,,,"Egishe Charents street, Stepanavan","$105,000",USD,"Ընդհանուր տարածքը կազմում է 840 քմ: Շինությունը ունի ավտոտրանսպորտային բազայի գործառնական նշանակություն 240 քմ: Առկա է սանհանգույց 5 քմ, արհեստանոց՝ 520 քմ, էստակադա՝ 50 քմ: Պարիսպը 28 քմ:",Dec-12-2022_20-39,,https://list.am/en/item/14324535,Stone
Hotel,2200 sq.m.,,,,,,,,,"Սանկտ Պետերբուրգ փողոց 2, Վանաձոր","$250,000",USD,"For salenewly built, fully renovated hotel in Lori marz. Vanadzor, Saint-Petersburg 2 address. The cottage complex is located on the banks of the Tanzhut River, 1 km from the city center, with a total area of 2,200 square meters, it consists of six modern stone / tuff cottages with comfortable rooms, the total number of rooms is 7, each comfortable cottage is 80 square meters, designed for 4-5 for the soul, each room with its own bathroom and bathtub, bedroom-living room with soft furniture, provided with all utilities and WF. Each cottage has a barbecue area and parking space.The cottage complex has a RECEPTION, kitchen-dining room, equipped with furniture, refrigerator, electric stove, necessary dishes.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/17433260,Stone
Multifunctional Space,40 sq.m.,,,,,,,,,"Sankt Peterburg street, Vanadzor","€30,000",EUR,The building also has a basement. The price is negotiable.Translated from Armenian,Dec-12-2022_20-39,,https://list.am/en/item/18396782,Stone
,87 sq.m.,,,,,,,,,Lorri › Vanadzor,"$25,000",USD,"Գտնվում է Վանաձոր Թումանյան 11 հասցեում (18 պոդյեզդանոց, նախկին ավտոդպրոցի տարածք) կիսանկուղային տարածք է 87 քմ մակերեսով:",Dec-12-2022_20-39,,https://list.am/en/item/12042577,Stone
Hotel,5200 sq.m.,,,,,,,,,"Maymekh street, Vanadzor","$500,000",USD,"Urgent Hotel complex for sale in Lori region, in the part from Vanadzor to Dilijan, in the woods. The building area is 5200 square meters. Մ. , of which bedroom building 2018 c. Մ. , canteen 93 sq. M. Մ. , cottage 190 sq. M. Մ. , cottage 60 sq. M. M, cottage 87 c. M, cottage 64 sq. M. M, boiler house 60 sq. M. Մ. , substation 26 c. Մ. , guard house 8.3 sq. M. M.:Adjacent land 26,000 sq. M. M.: There are 50 bedrooms.Former lamp house rest house.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/17608501,Stone
Retail Space,60 sq.m.,Available,Not available,First Line,Separate from the Street,,,,,Lorri › Vanadzor,"$90,000",USD,"An operating grocery store is for sale near the square, you can change to any activity. Office, hairdressing salon. Call REAL buyersTranslated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/17412179,Stone
Everything Else,105 sq.m.,,,,,,,,,Lorri › Stepanavan,"$15,000",USD,Stone construction with all utilities.Translated from Armenian,Dec-12-2022_20-39,,https://list.am/en/item/17669162,Stone
Multifunctional Space,80 sq.m.,,,,,,,,,"Vardanants Street 82, Vanadzor","$57,000",USD,Центр города возле нормед,Dec-12-2022_20-39,,https://list.am/en/item/18245353,Panels
Multifunctional Space,160 sq.m.,,,,,,,,,"Շահումյան փողոց 5, Սպիտակ","$35,000",USD,"The area is capitally renovated: The building area is 42 square meters, the land area is 80 square meters. Entrance door, windows are euro, floor is tiled. Has a basement floor of 80 square meters, high. 3.30 m. , permanent water, gas, three-phase electricity... Total area 160 sq. M.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/16539896,Monolith
Retail Space,70 sq.m.,,,,,,,,,"Տիգրան Մեծ պողոտա 26, Վանաձոր","$85,000",USD,"Commercial area for sale on Tigran Mets Avenue. The shop is provided with water, electricity and gas. The area is in a very good position, suitable for any commercial activity.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/15944530,Stone
Multifunctional Space,4000 sq.m.,,,,,,,,,"1-ին փողոց 6, Շամլուղ","$150,000",USD,"One-storey detached, universal commercial building is for sale in Shamlugh, a town in Lori region of Armenia, 69 km north-east of the regional center, on the left slope of the upper stream of the Akhtala river in the Kuri basin.The total area of the land is 4000 sq. M. (2000 sq. M.)Total area of the building - 500 sq. M. (Built in 2015)Ceiling height is 3.00 mThe area has several auxiliary buildings* Swimming pool (unfinished)* Training hall* Has a separate parking lot.* Cellar* The road from the main highway to the area is asphalted.* The area is fenced - H 2.20* Three-phase currentSuitable for guest house, private house, restaurant or other leisure activities.Given the location of the building, you will be more accessible to your customers.Code 13894862Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/13894862,Stone
Hotel,1300 sq.m.,,,,,,,,,"Desini street, Stepanavan","$750,000",USD,"Օգտվեք այս առաջարկից, բաց մի թողեք բարձր և կայուն եկամուտ ունենալու ձեր հնարավորությունը։Վաճառվում է երկհարկանի հյուրանոցային համալիր Լոռու մարզի Ստեփանավան քաղաքում:Հողատարածքի ընդհանուր մակերեսը՝ 3500 ք/մՇինության մակերեսը՝ 1300 ք/մՀյուրանոցում կա 35 հյուրանոցային համար:Հյուրանոցը կապիտալ վերանորոգված է: Հատակը տաքացվող է, գործում է ջեռուցման և հովացման միասնական համակարգ: Անվտանգության համակարգի մոնտաժային աշխատանքները կատարված են:Արտաքինից շենքը երեսապատված է որակյալ գրանիտե սալիկով: Համալիրի բակային մասը ցանկապատով պատնեշված է և կանաչապատ: Սիզամարգերի մեջ տնկված են եղևնիներ: Հյուրանոցի հարակից տարածքում տեղադրված է 7 տաղավար:Հյուրանոցից ոչ հեռու է գտնվում դեռևս 1931թ-ին հիմնվածՍտեփանավանի հայտնի Դենդրոպարկը, որտեղ ներկայացված է ավելի քան 500 բուսատեսակ: Ստեփանավանում և նրա մերձակայքում են գտնվում Լոռու բերդը, Սուրբ Գևորգ եկեղեցին՝ 5-ից 6-րդ դարում հիմնված, 11-ից 12-րդ դարում հիմնված Սուրբ Սարգիս եկեղեցին: Հաշվի առնելով վերը նշվածը, Ստեփանավանը հիանալի վայր է հյուրանոցային բիզնեսի համար։️*Take advantage of this offer, do not miss your opportunity to have a high end stable income.A two-storey hotel complex is for sale in Stepanavan, Lori region.The total area of the land is 3500 sq. MThe area of the building is 1300 sq. MThe hotel has 35 hotel rooms.The hotel is fully renovated. The floor is heated, there is a unified heating and cooling system. The installation of the security system has been completed.The exterior of the building is covered with quality granite tiles. The yard of the complex is fenced with greenery. Deer are planted in the lawns. There are 7 pavilions near the hotel.Not far from the hotel is the famous Dendropark of Stepanavan, founded in 1931, where more than 500 species of plants are presented. In Stepanavan, near it, there is Lori Fortress, St. George Church, founded in the 5th to 6th centuries, St. Sargis Church, founded in the 11th to 12th centuries. Taking into account the above, Stepanavan is an excellent place for hotel business.• Kind Regards #AsatryanConsulting teamԼավագույնը Ձեզ համար!Best for you!Лучшее для вас!Lo mejor para ti!Le meilleur pour vous!最适合您！Կոդ 17956386",Dec-12-2022_20-39,,https://list.am/en/item/17956386,Monolith
Office Space,294 sq.m.,,,,,,,,,Lorri › Vanadzor,"67,900,000 ֏",AMD,"The real estate area is located on the 1st floor of a 3-storey building on Khorenatsi Street, completely renovated, with all communal facilities.Formerly used as a bank branch, it is also convenient to use as an office or other similar activity.The total area is 294.69 m2,The land is 54.8 m2.Code 9-32Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/17439678,Stone
Functioning Business,2200 sq.m.,,,,,,,,,Lorri › Dsegh,"$220,000",USD,"Guest house for sale in Dsegh. Located on the road to the ""seas"".Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/18500857,Stone
Retail Space,80 sq.m.,,,,,,,,,"Tigran Mets Avenue 59, Vanadzor","$120,000",USD,"Помещение в центре города, на данный момент работает как магазин одежды, но можно использовать и как офис, и как салон, очень проходимое место, чистое, с евроремонтом, со всеми коммуникациями. Звоните, придём покажем.",Dec-12-2022_20-39,,https://list.am/en/item/18229768,Stone
Industrial and Manufacturing,2150 sq.m.,,,,,,,,,"Vardanants Street, Vanadzor","$370,000",USD,"1.Может использоваться в производственных и складских целях.2. Также есть отремонтированные офисные помещения.3. На участке есть газ, вода, трехфазное электричество и все остальные удобства.4. Высота зданий более 4-х метров, что позволяет въезд большегрузных автомобилей, а также свободную работу погрузчиков внутри.5. Размер площади также позволяет свободно передвигаться по станции и на месте большегрузным автомобилям (фурам)6. Он расположен по дороге к Химическому заводу, в 1,3 кмот центральной площади Ванадзора.7. Общая площадь составляет 2150 квадратных метров, а площадь складских и офисных помещений – 900 квадратных метров.8. Имеет выход прямо на главную улицу",Dec-12-2022_20-39,,https://list.am/en/item/14781862,Panels
Hotel,200 sq.m.,,,,,,,,,"Բաղրամյան 1-ին փողոց, 1-ին նրբանցք, Վանաձոր","200,000 ֏",AMD,"Երկհարկանի շինություն Վանաձորում՝Բաղրամյան 61 Բ հասցեում։Երկհարկանի շինություն գլխավոր փողոցի վրա։Սենյակները գտնվում են 2 րդ հարկում։1 ին հարկը կարող է ծառայել որպես գրասենյակին տարածք։ Շինությունը կարող եք վարձակալել ամբողջությամբ։Վերեւի հարկում առկա է հյուրանոցային 3 սենյակներ, որը նույնպես կարող եք վարձակալելДвуэтажное здание в Ванадзоре по адресу Баграмяна 61Б. Двухэтажное здание прямо на главном трассе. Комнаты находятся на 2 этаже. 1 этаж можно использовать под офис.Верхний этаж, который также можно арендовать на длительный или короткий срок. В случае возникновения вопросов звоните. Цена договорная.",Dec-12-2022_20-39,,https://list.am/en/item/18480903,Stone
Everything Else,27 sq.m.,,,,,,,,,"13-я улица, Гугарк","$1,300",USD,A small house of 9x3 m is for sale. It is in good condition.Translated from Armenian,Dec-12-2022_20-39,,https://list.am/en/item/17878301,Cassette
Multifunctional Space,800 sq.m.,,,,,,,,,"Chukhajyan street, Vanadzor","$170,000",USD,The building is suitable for any type of activity. It has a Bucks heating system. The building served as a banquet hall. Call for details.Translated from Armenian,Dec-12-2022_20-39,,https://list.am/en/item/18473668,Stone
Functioning Business,500 sq.m.,,,,,,,,,Lorri › Vardablur,"7,000,000 ֏",AMD,"Flour mill for sale. 2 types of flour and sawdust... There is a mill with a three-phase grass grinder. And the flour mill 750,000 d salts 350 kg in 1 hour, exchanges it with a carTranslated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/16614632,Stone
Functioning Business,560 sq.m.,,,,,,,,,"Գարեգին Նժդեհի փողոց 28, Ստեփանավան","50,000,000 ֏",AMD,Operating cafe propertyTranslated from Armenian,Dec-12-2022_20-39,,https://list.am/en/item/17661315,Stone
Retail Space,45 sq.m.,,,,,,,,,Lorri › Karadzor,"4,000,000 ֏",AMD,"For sale: Business container, 45 square meter shop, 400 square meter plot, call for details.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/18446633,Stone
Retail Space,40 sq.m.,,,,,,,,,"Tumanyan street, Vanadzor","$50,000",USD,"The area is located in the center of Vanadzor, next to the DOMUS store and round department store. Has a basement of 40 sq. M., bathroom. Three-phase.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/17948615,Stone
