Type,Floor Area,Address,Price,Currency,Description,Datetime,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Parking,Links,Construction Type
Industrial and Manufacturing,100 sq.m.,Kotayk › Kasagh,"120,000 ֏",AMD,"Semi-basement area 100m. Suitable for production, storage or other activities.Translated from Armenian",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/17890441,
Everything Else,600 sq.m.,"Կոտայքի փողոց 10, Բյուրեղավան","15,000 ֏",AMD,"Summer house for daily rent in Byureghavan, 18 km from Yerevan, there is gas, dynamic, the pavilion is designed for 30 peopleTranslated from Armenian",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/17854480,
Everything Else,30 sq.m.,Kotayk › Byureghavan,"60,000 ֏",AMD,RentFor more information callTranslated from Armenian,Nov-24-2022_22-04,By agreement,Not available,First Line,Common from the Street,Direct Lease,3 months,2 months,Not included,,https://list.am/en/item/17679993,
Restaurant,1000 sq.m.,"Zoravar Andranik avenue 3, Hrazdan","$180,000",USD,For sale (Wedding house) banquet hall 1000 square meters capital renovation has rooms 4 basements large area renovated Hayat is currently working as a banquet hall area is located near the center post office for sale together with the property also it is possible to rent only to organizationsTranslated from Armenian,Nov-24-2022_22-04,Available,Not available,First Line,Common from the Street,Direct Lease,6 months,6 months,By Agreement,,https://list.am/en/item/16603964,
Industrial and Manufacturing,180 sq.m.,Kotayk › Mrgashen,"95,000 ֏",AMD,"I offer a production area, suitable for carrying out various production activities. It is provided with three-phase electricity, drinking water, irrigation water. The workshop is located on a 2000 meter plot of land, there are fruit treesTranslated from Armenian",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/16096081,
Hotel,24 sq.m.,"Միկրոշրջան թաղամաս 1, Հրազդան","20,000 ֏",AMD,"Сдаётся в аренду двухместны номер с гаражом.Удобства в номере: Двухспальная кровать, ванная комната.Еда отдельно, есть быстрая доставка еды для Вас (вкусная кухня)В районе доступны точки быстро еды, супермаркеты.Долгосрочная аренда 1 день - 20.000 драм.Город Раздан Микрорайон 3-улица 3/3",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/17492843,
Retail Space,15 sq.m.,Kotayk › Ptghni,"70,000 ֏",AMD,"For rent, Arach line, call for details, in front of Mets Aniv, there is also a basement, 2.60x7 metri vraTranslated from Armenian",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/18124914,
Everything Else,24 sq.m.,Kotayk › Nor Yerznka,"60,000 ֏",AMD,"Սառնարան, մրգերի համար 24 տոննա տարողությամբ հարցերի դեպքում զանգահարել նշված համարին",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/17773586,
Industrial and Manufacturing,90 sq.m.,Kotayk › Charentsavan,"30,000 ֏",AMD,It is provided with three-phase electricity with drinking waterTranslated from Armenian,Nov-24-2022_22-04,Not available,Not available,Other,Common from the Courtyard,Direct Lease,1 year,1 month,Not included,,https://list.am/en/item/17909787,
Industrial and Manufacturing,75 sq.m.,Kotayk › Proshyan,"130,000 ֏",AMD,"A production space is for rent in the village of Proshyan. It is equipped with gas, hot and cold water, three-phase electricity. For more information call.Translated from Armenian",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/18050254,
Hotel,4500 sq.m.,Kotayk › Aghveran,"230,000 ֏",AMD,"Aghveran Eco Guesthouse facebook page2-storey house for rent on Aghveran road, has a swimming pool, all communal facilities, 7-10 people can stay in the house, beautiful view to the gorge, river, we have pavilions for 40 people, bisets, fireplace, fireplace, swings, if desired we provide breakfast eco food, find us / Aghveran Eco Guesthouse / our Facebook page details there... You can arrange birthday and other happy occasions with us... We provide live music, DJ... We accompany our guests and Arzakan healing mineral hot water Cnndyan ev ayl mijocarumneri kazmakerpum, dj, Axveran... Aghveran... Hyuranoc... Hyuratun... Bisetka... Taxavar... Taghavar... Arzni... Hanqavan... Tsaxkadzhor... Jermuk... Dilijan... Ijevan... Sevan... Arzakani bujich taq hanqayin jur... Aghveran. 20 000 price for the mentioned pavilion we have pavilions of different sizes and stylesTranslated from Armenian",Nov-24-2022_22-04,Available,Not available,Second Line,Separate from the Courtyard,Direct Lease,1 month,By Agreement,Included,,https://list.am/en/item/14119525,
Office Space,100 sq.m.,"Yeritasardakan street 18, Abovyan","200,000 ֏",AMD,"A public space is for rent in Abovyan, on Yeritasardakan street, 2nd floor, with a separate entrance. Communication with all amenities. It is a new building, it has not been used yet. A security system and video cameras are also installed.Translated from Armenian",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/17364768,
Retail Space,30 sq.m.,"Hatis street, Abovyan","65,000 ֏",AMD,"Basement, separate entranceTranslated from Armenian",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/17513809,
Warehouse,3000 sq.m.,Kotayk › Kasagh,"2,000,000 ֏",AMD,"Rent your personal storage.Individual or professional, we offer a wide selection of storage spaces from 2 to 50m2.Your belongings are kept safe in our center equipped with 24-hour security cameras.Our services include: Moving, archiving, maintenance of professional equipment, etc.Translated from Armenian",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/18160732,
Building,150 sq.m.,Kotayk › Hrazdan,"130,000 ֏",AMD,"Hrazdan micro-district is for rent on the 13th floor. It is suitable for dance, fitness and other courses on the 2nd floor. Is located at micro number 3Translated from Armenian",Nov-24-2022_22-04,Not available,Not available,First Line,Common from the Street,Direct Lease,3 years,Without prepayment,By Agreement,,https://list.am/en/item/17351313,
Office Space,35 sq.m.,"5-րդ փողոց 105, Հրազդան","80,000 ֏",AMD,"Office area. Commercial area. Business center in Hrazdan, 35 + c. M:Translated from Armenian",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/18362558,
Everything Else,2000 sq.m.,Kotayk › Abovian,"$45,000",USD,"For sale 10 km away from Abovyan city160 sq. M. Cattle barn,2000 square meters. With an orchard.It is provided with water and electricity.Price is negotiable.Translated from Armenian",Nov-24-2022_22-04,Not available,Not available,Other,Separate from the Courtyard,Direct Lease,5 years,Without prepayment,By Agreement,,https://list.am/en/item/16574606,
Multifunctional Space,70 sq.m.,"Daran street 3, Abovyan","160,000 ֏",AMD,"The area can be used as a shop, office, classroom, for other purposes. There is water, electricity, internet.It is located next to the second school and Daran 3 building, on the street.Sale is possible.Translated from Armenian",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/17441228,
Multifunctional Space,1100 sq.m.,"Gevorg Chaush street, Yerevan","$1,500",USD,"A 2-storey commercial area of 1100 sq. M. Is for rent on the first line near the former Ministry of Defense near the Yerjan Ashtarak highway. Մ. Total area: The area is in good condition. Euro windows, air conditioner, metal door are installed, the floor is covered with laminate and chromogranite. It is provided with constant water and gas supply. It is heated by a heating system. The bathrooms are tiled, equipped with sanitary ware.Code 17915Translated from Armenian",Nov-24-2022_22-04,Not available,Not available,First Line,Common from the Courtyard,Direct Lease,6 months,1 month,Not included,,https://list.am/en/item/17433368,
Office Space,50 sq.m.,"Zovuni 6 street, Zovuni","150,000 ֏",AMD,"The building is located on the first line of Yeghvard Street in Zovun.50 + sq m area, renovated, uncultivated. ^^Call for details1 streetOffice spaceFrom 50 square meters to 170 square metersTranslated from Armenian",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/17539038,
Retail Space,10 sq.m.,Kotayk › Kasagh,"50,000 ֏",AMD,"A commercial space for rent, a bistro fresh coffee shop is located next to the gas station.Translated from Armenian",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/18346769,
Warehouse,85 sq.m.,Kotayk › Zovuni,"100,000 ֏",AMD,"It has water, single-phase electricity, no walls inside, high ceiling, additional space above. It is located on the road. Call Viber or WhatsAppTranslated from Armenian",Nov-24-2022_22-04,Not available,Not available,First Line,Common from the Street,Direct Lease,6 months,1 month,Not included,,https://list.am/en/item/18280279,
Hotel,100 sq.m.,"Улица Комитаса 2, Нор Гехи","10,000 ֏",AMD,"Сдается в аренду! Мини гостинница! В живописном месте, рядом с санаторием Арзни, недалеко от Балаовит и Абовян! 15 минут от Еревана! Два двухместных номера с односпальными кроватями, один номер с двуспальной кроватью + 1 место добавочное!",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/12702679,
Retail Space,42 sq.m.,"Երևանյան փողոց 6, Հրազդան","80,000 ֏",AMD,"42 sq/m commercial space for rent, in front of the newly renovated 1st school, Yerevanyan 6 building, 1st line, call viberTranslated from Armenian",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/18323235,
Warehouse,20 sq.m.,"Քոչինյան փողոց 7/1, Ջրվեժ","50,000 ֏",AMD,The space is suitable for use as storageTranslated from Armenian,Nov-24-2022_22-04,Not available,Not available,Second Line,Common from the Street,Direct Lease,1 year,By Agreement,Not included,,https://list.am/en/item/18205174,
Warehouse,150 sq.m.,"Վազգեն Սարգսյանի փողոց 2, Քասախ","250,000 ֏",AMD,"Factory, warehouse. PROFITABLE OFFER Located in Kasakh, V. Sargsyan 2-28, on the 6th kilometer from the intersection entering Kasakh (5 minutes from Yerevan to Ashtarak) 500 sq. M. Yard part in front of the entrance for furs. It has three-phase current, round-the-clock water supply, san junction, (with gas) #warehouse for rent, workshopTranslated from Armenian",Nov-24-2022_22-04,Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,By Agreement,Not included,,https://list.am/en/item/18303890,
Everything Else,18 sq.m.,"Երևանյան փողոց 1/3, Հրազդան","35,000 ֏",AMD,"Commercial area is for rent in Hrazdan, on Yerchanyan street, next to Ardshinbank. The area is 18 square meters, you can use it for different purposes.Translated from Armenian",Nov-24-2022_22-04,,,,,,,,,,https://list.am/en/item/17545330,
Everything Else,485 sq.m.,Kotayk › Kasagh,"900,000 ֏",AMD,"D-22795Վարձով է տրվում կոմերցիոն տարածք Քասախ գյուղում ։ Տարածքը միջին վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ ապակեպատ, մետաղյա, պատուհանները՝ եվրո, հատակը՝ պրես գրանիտ, էլ. Լարերը և խողովակները՝ փոխված։ Ունի խոհանոց, սանհանգույց, եռաֆազ հոսանք, մշտական ջուր և գազ։ Արժեքը՝ 900 000 դրամ:Գործակալության միջնորդավճարը կազմում է 25%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։Commercial area for rent in Qasakh village. The area is middle renovated and is and is stationed on the 1st line. The entrance door is glass-made, the windows are euro-based, the floor is covered bysolid granite, the electric wires and pipes are newly changed. The area has a kitchen, bathroom, three-phased electricity and is supplied with constant water and gas.The commission of the Real Estate Agency is 25%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_22-04,Available,Not available,First Line,Common from the Street,Direct Lease,6 months,1 month,Not included,,https://list.am/en/item/18170389,
