Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links,Amenities,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment
Country House,Stone,414 sq.m.,3,7,3+,Old Renovation,,Aragatsotn › Saghmosavan,"$280,000",USD,"Վաճառվում է առանձնատուն Սաղմոսավանում: Տարածքում կան հետևյալ շինությունները՝Երկհարկանի քարե առանձնատուն (նկուղ, 1-ին հարկ՝ հյուրասենյակ, ճաշասենյակ, խոհանոց, սանհանգույց, 2-րդ հարկ՝ 3 ննջասենյակ, սանհանգույց, բացօթյա պատշգամբ) - 320 մ2Ավտոտնակ, ամառային տնակ (ճաշասենյակ, խոհանոց, սանհանգույց) - 93.75 մ2Բացօթյա լողավազան (25.2 մ2), խորովածանոց և թոնիր:Պարսպապատ հողատարածքում (0.144 հա) աճում են պտղատու ծառեր, 2 հատ արծաթափայլ եղևնի, 9 հատ մեծ սոճի:Առանձնատունը տրվում է նաև վարձակալության 3 տարով՝ (պայմանագիրը երկարացնելու հնարավորությամբ) հյուրատուն, հանգստյան տուն օգտագործելու նպատակով: Ամսավարձը' 3000 դոլար։_В Армении, в селе Сагмосаван, продается двухэтажный дом с земельным участком. Дачный участок состоит из следующих построек:1. Двухэтажный каменный дом (подвал, на первом этаже: Холл, гостиная, столовая, кухня, санузел; на втором этаже: Три спальни, санузел, открытый балкон с видом на гору Ара) - 320 кв. М.2. Гараж, летний домик (кухня, столовая, санузел) - 93,75 кв. М.3. Открытый бассейн (25, 2 кв. М.), камин для жарки шашлыков и тондыр.На земельном участке (0,144га) растут фруктовые деревья, 2 серебристые елки, 9 сосен.Цена договорная._A beautiful country house, located in the village of Saghmosavan, in the Aragatsotn Province of Armenia, is now on sale. Situated on a quiet country lane the house is conveniently close to Saghmosavank—a 13th-century Armenian monastic complex. Surrounded by peace and nature, this house is just 30-40 minutes from Yerevan.This unique family residence is a great option, especially for those who care about their health, as fresh and clean air, pure water, tasty and ecologically clean fruits and vegetables will constitute their healthy lifestyle.The building complex includes:1. Two-story stone house (basement; 1st floor: Hall, living room, dining room, kitchen, bathroom; 2nd floor: Three bedrooms, bathroom, open balcony with view of the Mount Ara) - 320 m22. Garage and one-story stone house (kitchen, dining room, bathroom) - 93.75 m23. Outdoor swimming pool (25.2 m2), outdoor cooking fireplace and Armenian tonir (tandoor)4. 0.144 hectare of land with fruit trees, 9 pine and 2 silver pine trees.Price on application.",Nov-25-2022_00-24,Available,1 spot,,,,https://list.am/en/item/18161253,,,,,,
House,Stone,1400 sq.m.,3,6,1,Partial Renovation,520 sq.m.,Aragatsotn › Parpi,"$78,000",USD,"Շատ շտապ վաճառվում է սեփական տուն 3 հարկանի,0 հարկը նկուղ՝ ավտոտնակ մի քանի մեքենաների համար համար,1-ին հարկում՝ 3 սենյակ + 1 սան. Հանգույց,2-րդ հարկում՝ 5 սենյակ + 1 սան. Հանգույց, գաջված է, շենքի ներսում առկա է գազ, ջուր, լույս, ունի թոնրատուն, այգի պտղատու ծառերով և պատշգամբից բացվում է հրաշալի տեսարան դեպի Մասիս սար:Հրաշալի վայր ապրելու և վայելելու կյանքը:Срочно продается 3-х этажный частный дом в Парпи,0 этаж цокольный этаж: Гараж на несколько машин,На 1 этаже: 3 комнаты + 1 санузел. ,На 2 этаже: 5 комнат + 1 санузел. Комплекс огорожен, внутри здания есть газ, вода, электричество, есть пекарня, сад с фруктовыми деревьями и прекрасный вид с балкона на гору Масис.Прекрасное место, чтобы жить и наслаждаться жизнью.Translated from Armenian",Nov-25-2022_00-24,,,,,,https://list.am/en/item/17736109,,,,,,
House,Stone,70 sq.m.,1,3,1,Major Renovation,400 sq.m.,"Ներսես Աշտարակեցու փողոց 70, Աշտարակ","$55,000",USD,"House on the central street in Ashtarak. The land has a 10 m front street, which gives wide business opportunities.The communications are completely new (electricity, gas, water), the roof, the floor, the doors, the windows are new.Negotiable.Translated from Armenian",Nov-25-2022_00-24,,,,,,https://list.am/en/item/17480312,,,,,,
House,Stone,70 sq.m.,1,3,1,Major Renovation,400 sq.m.,"Nerses Ashtaraketsi St, Ashtarak","$55,000",USD,Земельный участок имеет Фронт в 10 м выходящий на улицу это прекрасная возможность для будущего бизнеса все коммуникации дома новые трубы провода газ крыша Всё новое Возможен торг,Nov-25-2022_00-24,,,,,,https://list.am/en/item/17480410,,,,,,
House,Stone,410 sq.m.,3,7,2,Major Renovation,880 sq.m.,Aragatsotn › Ashtarak,"$165,000",USD,"3-storey private house is for sale in the central part of Ashtarak city, on Getapnya street. The first floor is a basement and garage 70 sq. M. M, second and third floors 130 sq. M., m, attic 80 sq. M. The house was not inhabited, it was capitally renovated this year. It has a well-maintained yard, a pavilion, an orchard.Translated from Armenian",Nov-25-2022_00-24,,,,,,https://list.am/en/item/17928040,,,,,,
House,Stone,360 sq.m.,2,7,2,Partial Renovation,1950 sq.m.,"1st Street, Bazmaghbyur","$124,000",USD,"Ashtarak / Ashtarak / area Bazmaxbyur village / Bazmaxpyur /, Parpi, Bazmaghbyur մոտ Nazrvan bus stop. Asphalt road, located in the center of the village. It is provided with two-way drinking water, irrigation water, three-phase electricity, fruit trees, the land is 1950 sq / m, which is fenced with stone with a height of 2.5 m.Translated from Armenian",Nov-25-2022_00-24,Not available,Not available,,,,https://list.am/en/item/17877023,,,,,,
House,Stone,144 sq.m.,1,6,1,Partial Renovation,1950 sq.m.,Aragatsotn › Aparan,"$40,000",USD,Aparan Kuchak For details callTranslated from Armenian,Nov-25-2022_00-24,Not available,Not available,,,,https://list.am/en/item/17020938,,,,,,
House,Stone,6200 sq.m.,4+,8+,2,Partial Renovation,6100 sq.m.,"Կենտրոնական փողոց 1, Ագարակ","$280,000",USD,"A 6,200 square meter plot of land for sale, a 4-story, 270 square meter private house in Talin's Agarakavan community, 40 km from Yerevan. The 1st floor has been completely renovated, the rest of the floors are plastered, a fireplace, the whole building is lined with hewn tuff stone, a separate building of 130 square meters, the land is completely fenced, an orchard. , with all utilities.Translated from Armenian",Nov-25-2022_00-24,By agreement,2 spots,,,,https://list.am/en/item/18120239,,,,,,
House,Stone,100 sq.m.,1,5,1,No Renovation,1200 sq.m.,Aragatsotn › Aparan,"$22,000",USD,"Own house for urgent sale, located at 37 Nanseni street in ApranumTranslated from Armenian",Nov-25-2022_00-24,,,,,,https://list.am/en/item/18332969,,,,,,
House,Stone,1000 sq.m.,2,8+,2,Designer Renovation,,"Yerevanyan St, Ashtarak","$142,000",USD,"Երևանից 12֊13 կմ, Աշտարակի սկզբնամասում վաճառվում է 2 հարկանի նոր ԵՎՐՈՎԵՐԱՆՈՐՈԳՎԱԾ և չբնակեցված, քար բետոնե սեփական տուն, 2 հարկում էլ ունի եվրովերանորոգված սանհանգույցներ, BAXI իտալական համակարգ, ունի մշտական ջուր, լույս, գազ, հեռախոս, ինտերնետ, կոյուղի, նոր հաղորդալարեր, խողովակներ, մշակված պտղատու այգի, մեծ բեսեդկա մանդատով, ասվալտապատ ճանապարհ, 4 կողմից 2 մետրանոց բարձր քարե պարիսպ, 3 մուտք տարբեր փողոցներից, ունի նկուղ 30մ2, խոհանոցի և այլ կահույքներ, 270մ2 տուն, 1000մ2 հողամաս.Շատ լավ ԲԻԶՆԵՍ BIZNES, կաշխատի, վարձով, հյուրատուն։Հնարավոր է փոխանակում անշարժ գույքի հետ ԵՐևԱՆՈՒՄ12-13 км от Еревана, в начале Аштарака, продается 2-х этажный с новым евроремонтом, каменно-бетонный дом, на обоих этажах евроремонтированные санузлы, итальянская система отопления BIASI, есть постоянная вода, электричество, газ, телефон, интернет, канализация, новые трубы, проводка... Всё новое, ухоженный сад плодовые деревя, виноградные лозы, большая беседка мангал Асфальт дороги, 2-х метровый каменный забор с 4-х сторон, 3 входа с разных улиц, есть подвал 30 м2, кухонная и другая мебель, дом 270 м2, участок 1000м2Подойдёт под БИЗНЕС, можно сдавать посуточно под гостевой дом.Возможен обмен.",Nov-25-2022_00-24,Available,Not available,,,,https://list.am/en/item/15699240,,,,,,
House,Stone,1100 sq.m.,1,5,1,Partial Renovation,900 sq.m.,Aragatsotn › Oshakan,"$34,000",USD,"Urgent own house in Oshakan, foreclosed or mortgaged, don't call, the house is provided with all utilities, 130 square meters, cash only, 5 rooms, two of which are large, new drinking water lines, newly dug separate sewer line, plot with fruit trees, gas, electricity, irrigation water, the rest is a real call, we are the owner, we are not a dealer, we have trees in the yard already very big. Urgently, two walls lined up from below, 13-14 years old building, 3 large rooms and a large hall, the kitchen is attached to the hall with a big word, a plot of land of about 900 square meters, it is urgent, it is a fresh building, separately dug sewer, water 24/7, gas, light is always available, irrigation water is always available. You can irrigate the plot whenever you want, the emergency house is habitable at the moment, there are still some things to do, you can do the repairs you want, all the gas points are in the house.Translated from Armenian",Nov-25-2022_00-24,Not available,1 spot,,,,https://list.am/en/item/17504465,,,,,,
House,Stone,283 sq.m.,3,7,1,Partial Renovation,950 sq.m.,Aragatsotn › Ashtarak,"$155,000",USD,"Կոդ՝ B-16216Վաճառվում է 3 հարկանի առանձնատուն Աշտարակ քաղաքում։ Առանձնատունը մասնակի վերանորոգված է։ Մուտքի դռները՝ երկաթյա, պատուհանները՝ եվրո։ Ունի կախովի պատշգամբ, 2 մուտք, կիսանկուղային հարկ, ձեղնահարկ, բակ, այգի՝ պտղատու ծառերով, ավտոտնակ, կոյուղի, անվտանգության համակարգ, մշտական խմելու և ոռոգման ջուր, գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։3-storey house in Ashtarak Town. The rooms' quantity is 7. The house is partially renovated. The entrance doors are iron-made, the windows are euro-based. The house has a balcony, 2 entrances, semi-basement floor, attic, yard, garden with fruitful trees, garage, sewerage, and is supplied with constant irrigation and drinking water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-24,Available,Not available,,,,https://list.am/en/item/12741547,,,,,,
House,Stone,350 sq.m.,3,6,3+,No Renovation,1900 sq.m.,Aragatsotn › Parpi,"$75,000",USD,"Продается 3-х этажный каменный дом в селе Парпи, 1-ая линия, всего 25км от центра Еревана по трассе М1 (примерно 25-30 минут) Площадь дома 350 кв. М, земля 19 соток. Все коммуникации есть, отличное место как для проживания так и для релокации Вашей компании, прекрасный вид с видом на горы и Арарат, чистый воздух способствующий более продуктивной работе. Внутренние работы не завершены, высажен плодовый сад.Также возможна долгосрочная аренда. Звоните по любым интересующим вопросам.Վաճառվում է նորակառույց առանձնատուն Փարպի գյուղի սկզբնամասում գեղեցիկ տեսարանով, առաջին գիծ: Հողատարածքը՝ 1900ք/մ: 3 հարկանի առանձնատուն 350 ք/մ մակերեսով առանց ներքին հարդարման, նորատունկ ծառեր, մշտական խմելու և ոռոգման ջուր, էլեկտրականությունը միացված, մասնակի պարսպապատ: Երևանից ընդհամենը 15 րոպե, 20կմ: Շատ հարմար է բնակվելու և ցանկացած գործունեություն ծավալելու համար: Մանրամասների համար զանգահարել:",Nov-25-2022_00-24,Not available,Not available,,,,https://list.am/en/item/17223081,,,,,,
