Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Service Lines,Facilities,Appliances,Links,Amenities,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment
House,Stone,380 sq.m.,2,6,1,,,No Renovation,"Սուրեն Մատնիշյան փողոց 326, Գյումրի","$42,000",USD,"Has a yard (fruit trees), basement, garageTranslated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/17959208,,,,,,
House,Stone,240 sq.m.,1,2,1,,,Partial Renovation,Shirak › Gusanagyugh,"$20,000",USD,"Дом в хорошем состоянии 2 комнаты отремантировы для жилья, газ, вода, Электричество в доме есть, есть гараж коровник свинарник курятник и складские помещения, все в хорошоем состояние, готово для бизнеса. Можно звонить на ватсап, вайбер, и на обычный телефон",Nov-25-2022_00-23,1600 sq.m.,,,,https://list.am/en/item/18214463,,,,,,
House,Bricks,100 sq.m.,2,4,3+,By agreement,Not available,Old Renovation,"Շերամ 2 թաղ 1-4Բ, Գյումրի","8,300,000 ֏",AMD,"A two-story brick cottage with a living area of 100 square meters is for sale in Marmashen highway (Mush 1 district), 2 hanging balconies, windows with bars, iron door, basement 36 square meters, attic, 3 bathrooms, k. B. H, gas, light, water, fenced yard, fruit trees, OWNED.Translated from Armenian",Nov-25-2022_00-23,140 sq.m.,"ELectricity, water supply, natural gas, sewerage",,,https://list.am/en/item/18318472,,,,,,
House,Stone,100 sq.m.,1,2,1,Not available,Not available,Cosmetic Renovation,"Օզանյան փողոց, Գյումրի","$15,500",USD,"URGENT: Private house for sale near the stadium, privatized, permanent water, gas available, fenced yard, plot of land. Prepaid - Partially closedTranslated from Armenian",Nov-25-2022_00-23,,"ELectricity, water supply, natural gas, sewerage",,,https://list.am/en/item/16375882,,,,,,
House,Stone,100 sq.m.,2,3,1,Not available,Not available,Partial Renovation,"Ozanyan street 1, Gyumri",$35,USD,"URGENT. The house is suitable for a workshop, has gas, water, electricity, orchard, the price is conditionalneeds interior decoration, if desired, the adjacent house will be sold, which also has a land of 60 sq. M. And a one-storey two-room apartment of 55 sq. M.Translated from Armenian",Nov-25-2022_00-23,120 sq.m.,,,,https://list.am/en/item/17827314,,,,,,
House,Wooden,44 sq.m.,1,2,1,,,Old Renovation,"Savoyan street, Gyumri","$3,000",USD,"2 Finnish cottages 3 × 6 for sale, adjacent stone building 2 × 6, it is possible to and live and move. There is water, light, sewerage. The area is not privatized. NOT NEGOTIABLETranslated from Armenian",Nov-25-2022_00-23,100 sq.m.,,,,https://list.am/en/item/17688298,,,,,,
House,Panels,112 sq.m.,1,4,2,,,Partial Renovation,"Freedom Square 13, Maralik","$16,000",USD,"Private house for sale ․ In Maralik. The house is partially renovated, has 4 rooms, 2 bathrooms, a kitchen, a basement under the kitchen. The address is collective farms street. The price is negotiable.Translated from Armenian",Nov-25-2022_00-23,140 sq.m.,,,,https://list.am/en/item/16692896,,,,,,
House,Stone,100 sq.m.,1,4,1,,,Major Renovation,"Հովհաննես Շիրազի փողոց 5/5, Գյումրի","$85,000",USD,"The house is located in the heart of the city, next to the Florence restaurant. It has high ceilings, very thick walls, and is in very good condition.Translated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/18348366,,,,,,
House,Stone,94 sq.m.,1,7,1,Available,2 spots,Euro Renovation,Shirak › Pemzashen,"$42,000",USD,I will provide a phone number for those who are really interestedDetails Call or on the spotTranslated from Armenian,Nov-25-2022_00-23,1000 sq.m.,,,,https://list.am/en/item/17153655,,,,,,
House,Stone,275 sq.m.,2,6,2,,,Euro Renovation,Shirak › Artik,"$60,000",USD,"Private two-storey house is for sale in Artik city, on Isahakyan street (under the cross և) It is newly renovated, has all the communal facilities, heating system (ariston), 2 kitchens, 5 bedrooms, living room, bathroom and the bathroom is separate, it is spacious. For other questions, call the mentioned phone number. The house is for sale according to your wishes.Translated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/15748967,,,,,,
House,Stone,240 sq.m.,2,6,2,,,Cosmetic Renovation,Shirak › Nahapetavan,"$31,000",USD,"A two-story private house with an area of 240 square meters in the village of Nahapetavan, Shirak marz. Stone wall, large plot of land. Semi-built cattle barn. Gas boiler and European window are installed.Translated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/18195782,,,,,,
House,Stone,300 sq.m.,2,6,1,,,No Renovation,"Դերենիկ Դեմիրճյան փողոց 16/1, Գյումրի","$40,000",USD,"Gyumri, Gyumri, Gyumri - 2-storey house for saleFor sale very urgently. The house has two floors and needs cosmetic repairs. Has 2 garages, land with its fruit trees. There is constant hot and cold water. Exterior door is iron. Address: Demirchyan 6 houseTranslated from Armenian",Nov-25-2022_00-23,200 sq.m.,,,,https://list.am/en/item/17547020,,,,,,
House,Stone,300 sq.m.,2,6,1,,,No Renovation,"Դերենիկ Դեմիրճյան փողոց 16, Գյումրի","$40,000",USD,"I am selling a 2-storey private house on Demirchyan street, the house needs renovation.Translated from Armenian",Nov-25-2022_00-23,200 sq.m.,,,,https://list.am/en/item/17460988,,,,,,
House,Stone,250 sq.m.,2,8+,1,,,No Renovation,Shirak › Akhuryan,"$70,000",USD,The house for questions or bells is located in the Kulakavan districtTranslated from Armenian,Nov-25-2022_00-23,,,,,https://list.am/en/item/15740665,,,,,,
House,Stone,180 sq.m.,2,8+,3+,,,Partial Renovation,"Garegin A street, Gyumri","$120,000",USD,"A two-story hewn stone house has a basement with the entire surface of the house, the height of which is 2 m 30 cm. It has a garden with fruit trees, the area of which is 1500 square meters. The floor is paved with popok and oak.Translated from Armenian",Nov-25-2022_00-23,1500 sq.m.,,,,https://list.am/en/item/18090417,,,,,,
House,Stone,100 sq.m.,1,3,1,Not available,Not available,No Renovation,"Հակոբյան փողոց 67/1, Գյումրի","$55,000",USD,It is located 150m from Vardanants Square. At a distance. It is a historical and cultural structure. It has a stone basement of 25 square meters. M: Needs repair.Translated from Armenian,Nov-25-2022_00-23,,,,,https://list.am/en/item/18223620,,,,,,
House,Stone,120 sq.m.,1,4,1,Not available,3 or more spots,Partial Renovation,Shirak › Akhuryan,"8,300,000 ֏",AMD,"The house is well sunny, it is heated with gas stove, has a bath and toilet in the house, big yard for cars, yamka, garage barn, fruit trees, the rest of the issues are closed by call Shi is for sale negotiableTranslated from Armenian",Nov-25-2022_00-23,1300 sq.m.,"ELectricity, water supply, natural gas, sewerage",,,https://list.am/en/item/16893545,,,,,,
House,Stone,120 sq.m.,2,3,1,,1 spot,Partial Renovation,"Անտառավան 4-րդ փողոց 1, Գյումրի","$18,000",USD,"Երկու հարկանի սեփական տուն, 1-ին հարկը քարաշեն է, 2-րդ հարկում տեղադրված են 2 ֆիննական տնակներ և 2 փակ պատշգամբ: Ապահոված է կոմունալ հարմարություններով, 1-ին հարկում կա սանհանգույց, խոհանոց և 1 քարաշեն և 1 մետաղյա ավտոտնակ: Բնակելի մակերեսը 120 քմ, այգի մրգատու ծառներով 750 քմ, անասնագոմ 18 քմ:Նույն հ/հ 098",Nov-25-2022_00-23,750 sq.m.,,,,https://list.am/en/item/18228405,,,,,,
House,Stone,290 sq.m.,1,3,1,Not available,Not available,No Renovation,"Karen Demirchyan street, Gyumri","$12,000",USD,"The land is located near the condominium, the house is uninhabitable, subject to demolition. , it is privately owned.Call for detailed information.Translated from Armenian",Nov-25-2022_00-23,290 sq.m.,,,,https://list.am/en/item/17811364,,,,,,
House,Stone,277 sq.m.,1,1,1,Available,1 spot,Old Renovation,"Ghorghanayn Street, Gyumri","$36,000",USD,"The house is located in the central part of the city, next to 14 street, with a separate yard, there are 3 houses with separate entrances in the yard, a part of which, 1 room with a separate entrance, is residential, there is a garage, needs renovation, garage 15 m2, privatized.Call for more information.Translated from Armenian",Nov-25-2022_00-23,167 sq.m.,,,,https://list.am/en/item/17953039,,,,,,
House,Stone,210 sq.m.,1,4,1,Not available,1 spot,No Renovation,"Furmanov street, Gyumri","$25,000",USD,"The house is located in the center, at the back of 14 street, has a small yard and garage, needs renovation. Living area 109 m2:Call for more information.Translated from Armenian",Nov-25-2022_00-23,50 sq.m.,,,,https://list.am/en/item/16613593,,,,,,
House,Stone,204 sq.m.,2,5,1,Not available,Not available,Old Renovation,"Լևոն Մադոյան փողոց 219Ա, Գյումրի","$36,000",USD,"The house is in normal condition, with all the communal facilities, next to Teryan street. It does not have a yard, a garage, the location of the house is east-west, the doors and are wooden, the floor is partially parquet. Basement 100 m2Call for more information.Translated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/17891175,,,,,,
House,Stone,975 sq.m.,1,5,1,Available,2 spots,Euro Renovation,"Լալայան փողոց 70, Գյումրի","$90,000",USD,"A part of the private house was built after the earthquake, renovated, with all communal facilities, has a garage, basement, attic, beautiful and large yard, fruit trees, pavilion (besedka), video surveillance system is installed, the entrance gate is remote controlled.Garage 36 m2Basement 98 m2Call for more information.Translated from Armenian",Nov-25-2022_00-23,700 sq.m.,,,,https://list.am/en/item/17971615,,,,,,
House,Stone,105 sq.m.,1,3,1,By agreement,Not available,Partial Renovation,"Վահան Չերազի փողոց 2, Գյումրի","$30,000",USD,"The house is located in the central part of the city, 200 m from Vardanants Square. In the distance, near the garden, the ceiling is made of wood, the kitchen։ the bathroom is repaired, there is a heating system, the windows are Euro, with all the communal facilities. Exchange with a home car ($ 5-7,000) is possible. Apartment area 64 m2, basement 23.89 m2.Call for more information.Translated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/16601949,,,,,,
House,Stone,498 sq.m.,1,3,1,Not available,1 spot,No Renovation,"Չեխովի փողոց 11, Գյումրի","$50,000",USD,"For sale, a private house is located in Noravan district, in the back of Converse Bank.$50,000The building type is stoneRooms 4Total area is 498 m2Living area 107 m2Attic 91 m2, garage 32 m2Basement 55 m2Land 350 m2The detached house was built after the earthquake, has an attic, a garage, a basement, and a large yard.Call for detailed information.Translated from Armenian",Nov-25-2022_00-23,350 sq.m.,,,,https://list.am/en/item/18233061,,,,,,
House,Stone,570 sq.m.,1,3,1,Available,1 spot,Euro Renovation,"Կոմիտասի փողոց 17, Ախուրյան","$20,000",USD,"The house is located in Akhuryan community, with all the communal facilities, in normal condition, with individual BAXI system, the windows are Euro, it has a well, a water pump is installed, there is an additional kitchen (bakery) in the yard, a cattle barn and an underground storage. Call for more information. Apartment area 99m2, Cattle barn 39.6m2, Bakery 12.6m2, Land total 570m.Translated from Armenian",Nov-25-2022_00-23,415 sq.m.,,,,https://list.am/en/item/15601618,,,,,,
House,Stone,500 sq.m.,1,6,1,,,Major Renovation,Shirak › Gyumri,"$80,000",USD,"Private house in Gyumri, on Khrimyan Hayrik street, the private house is located at the back of Nairi restaurant, east and west, consists of 5 rooms, 25 sq. M. Basement, a spacious yard with fruit trees, there are 2 rooms, a tonratun, a sauna in the yard; garage, with parking for 3 cars, there is another yard in the back of the house, the house is heated by a heating system, in the area you can develop your own business (shop, bakery), it is possible to exchange, in the city of Yerevan…Translated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/12211440,,,,,,
