Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Links,Condition,Service Lines,Facilities
Country House,Monolith,2000 sq.m.,2,5,3+,,3 or more spots,Designer Renovation,3000 sq.m.,8+,Yes,No,Included,By Agreement,Armavir › Armavir,"120,000 ֏ daily",AMD,"LUXERY Eco Garden House invites you to hold your birthday, bachelorette party, wedding or other events with us.*We have 3000 sq. A fenced container, which we can provide under other conditions for large events and shootings.The house was completely built in 2020.* The distance from Yerevan is 25 km.* There are 2 separate houses in the yard, each with 2 separate bedrooms.* 4 bedrooms (2 with their own bathroom)* 4 bathrooms* Luxurious night lighting* Tableware (identical, high quality)* Mangal, (barbecue bottle)* Parking for up to 10 carsThe price is different on Friday, Saturday and Sunday.The house is provided both with and without overnight accommodation.Check in (entrance) - manualCheck out - contractualCode ArmavirTranslated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/18014590,,,
House,Stone,80 sq.m.,1,3,2,,,Euro Renovation,,,,,,,"Araratyan street, Vagharshapat","20,000 ֏ daily",AMD,"The guest house is located on the sidewalk in front of the Mother Cathedral, 50 meters away.It is furnished, there are refrigerators, a washing machine. The bedrooms have air conditioners, one of the bedrooms has a separate bathroom and toilet, fireplace.There is a barbecue in the kitchen.There is also a garden with a green belt chat.The guest house is for rent for families or tourists. The cost of one day in each double bedroom is 10000 AMD.Translated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/17466625,,,
House,Stone,80 sq.m.,1,3,2,,,Euro Renovation,,,,,,,"Araratyan street, Vagharshapat","180,000 ֏ monthly",AMD,"The guest house is located on the sidewalk in front of the Mother Cathedral, 50 meters away.It is furnished, there are refrigerators, a washing machine. There are air conditioners in the bedrooms, one of the bedrooms has a separate bathroom and toilet, fireplace.There is a grill in the kitchen.There is also a garden, a green zone with a chat room.The guest house is rented to families or tourists.The rent is AMD 180,000. In case of a period of less than 1 month, a different price will apply (daily rent, one day's price for each double bedroom is AMD 10,000)Translated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/16822222,,,
Country House,Monolith,1000 sq.m.,2,4,2,By agreement,3 or more spots,Designer Renovation,3000 sq.m.,8+,Yes,No,Included,By Agreement,Armavir › Armavir,"120,000 ֏ daily",AMD,"LUXERY Eco Garden House invites you to hold your birthday, wedding, wedding or other events with us.* We have 3000 square meters! Fenced area, which we can provide with other conditions for big events, filming.The house was completely built in 2020.* Distance from Yerevan is 25 km.* There are 2 separate houses in the yard, all with 2 separate bedrooms.* 4 bedrooms (2 with separate bathroom)* 4 bathrooms* Luxurious night lighting* Tableware (same, high quality)* Barbecue (barbecue bottle)* Up to 10 car parking spacesThe price is different on Fridays, Saturdays and Sundays.The house is provided both with overnight accommodation and without overnight accommodation.Check in - monographCheck out - negotiableCode LuxuryTranslated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/16676277,,,
House,Stone,70 sq.m.,1,3,1,Available,2 spots,Euro Renovation,100 sq.m.,4,Yes,No,Included,1 month,"Սայաթ Նովայի փողոց 16, Սայաթ-Նովա","300,000 ֏ monthly",AMD,"RENT INCLUDES ALL UTILITIES (LIGHT, GAS, WATER, HEATING, INTERNET)The house has constant water, gas, internetIt is furnished, TV, washing machine, refrigerator, taxi,The house is located in the center of EtchmiadzinTranslated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/18366253,,,
House,Stone,290 sq.m.,2,4,2,,2 spots,Major Renovation,190 sq.m.,6,Yes,Yes,Not included,By Agreement,"Արամ Մանուկյանի 2-րդ փողոց 95, Վաղարշապատ","150,000 ֏ daily",AMD,"CODE EJ91:Agent - LenaAddress: Aram Manukyan street.4-room two-storey, spacious, comfortable private house is for rent.The house has a garage for parking 2-3 cars. The basement of the house has all the necessary facilities for disco entertainment. It has a spacious and beautiful yard.The house can be rented both for a daily rent and for a long-term monthly rent.===== (4 rooms, 2 floors, 480 sq / m) =====The house has all the necessary utilities:• Constant hot and cold water,• Gas, gas stove, gas stove,• Microwave oven,• Heating ացման cooling system,• 2 TV, Internet, Wi-Fi, 2 bathrooms,• Refrigerator, Washing machine,• Tableware, linen,• Iron door, Open balcony.==== Daily: AMD 150,000-200,000 ======== Monthly: 1500-3000 $ ====Dear Customers, You can also contact us!Viber, WhatsApp, Telegram // Lux GroupTranslated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/17970353,,,
Country House,Stone,700 sq.m.,1,3,2,,,Major Renovation,630 sq.m.,,,,,,Armavir › Echmiadzin,"130,000 ֏ daily",AMD,"CODE EJ92:Agent - Lena3-room spacious, beautiful private house for 30-40 people is for daily rent. The house has a large plot of land, a swimming pool, dishes for 40 people. It is possible to rent it overnight.Your own occasion can be organized for an additional fee.The private house is located 7 km away from Etchmiadzin.===== (3 rooms, 1 floor, 700 sq. M.) =====The utilities available outside the house are:• Constant hot and cold water,• Gas stove, Tonir, kitchen,• TV, Internet, Wi-Fi, 1 bathroom,• Refrigerator, Dishes for 40 people,• Private room.The utilities inside the house are:• Heating ացման cooling system,• Gas stove, gas stove• TV, Internet, Wi-Fi, bathroom,• Refrigerator, Washing machine,• Tableware, linen,• Iron door.==== Daily: 130,000-150,000 AMD ======== Overnight: 150,000-170,000 AMD ====Dear Customers, You can also contact us!Viber, WhatsApp, Telegram // Lux GroupTranslated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/17970514,,,
House,Stone,220 sq.m.,1,2,1,Available,2 spots,Designer Renovation,1100 sq.m.,8+,Yes,No,By Agreement,By Agreement,Armavir › Echmiadzin,"75,000 ֏ daily",AMD,"A luxurious private house with two bedrooms is for daily rent in Etchmiadzin, where it has a luxurious yard with a swimming pool, a pavilion with barbecue facilities. It is designed for 8 people.Code HovikHouTranslated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/16827726,,,
Country House,Stone,78 sq.m.,2,2,2,Available,Not available,Designer Renovation,890 sq.m.,6,Yes,No,By Agreement,By Agreement,Kotayk › Tsakhkadzor,"25,000 ֏ daily",AMD,Arsen Ejmiacin:The yard of a beautiful summer house with a swimming pool and a pavilion for 25-30 people is for daily rent.Code ArsenEjmTranslated from Armenian,Nov-24-2022_22-59,,,https://list.am/en/item/17113496,,,
Country House,Stone,300 sq.m.,1,1,1,Available,3 or more spots,Designer Renovation,,8+,Yes,Negotiable,Not included,By Agreement,Armavir › Musaler,"70,000 ֏ daily",AMD,"Recreation area for rent in Musaler. It has a beautiful swimming pool, suitable for any type of recreation. There are no residential houses nearby, the pool is 9 meters long and 4 meters wide. It has a rest pavilion. The price is for up to 20 people. For more information call. NarineCode 3164Translated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/17646969,,,
House,Stone,400 sq.m.,1,3,2,Available,Not available,Major Renovation,150 sq.m.,1,Yes,No,Not included,4 months,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,Bucks mule light with all amenitiesTranslated from Armenian,Nov-24-2022_22-59,,,https://list.am/en/item/18044738,,,
House,Panels,80 sq.m.,1,4,1,,3 or more spots,Euro Renovation,400 sq.m.,1,Yes,Yes,Included,By Agreement,"Zvartnots quarter 107, Vagharshapat","20,000 ֏ daily",AMD,"Apartment for daily rent in Zvartnots, with all amenitiesFor more information callTranslated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/18261413,,,
House,Stone,180 sq.m.,2,4,1,Available,1 spot,Euro Renovation,,1,Yes,No,Not included,2 months,Armavir › Norakert,"170,000 ֏ monthly",AMD,"Own house... For a normal family. No more than 4 people.Call, if I don't pick up, write to Viber.20 km from the center.Do not call brokers. Rent with deposit. He will be free from December 1. Call to view the house.Translated from Armenian",Nov-24-2022_22-59,INternet,"FRidge, washing machine",https://list.am/en/item/18365417,,,
House,Stone,240 sq.m.,2,6,2,,,Euro Renovation,600 sq.m.,,,,,,Armavir › Parakar,"$2,500 monthly",USD,"The house is newly built.Permanent gas, electricity, water, internet,2 floors,5 bedrooms,1 living room,2 bathrooms,decorative garden,swimming pool,Mangal,tonirParking for 4 cars.Translated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/18347762,,,
House,Monolith,360 sq.m.,2,6,3+,,Not available,Partial Renovation,700 sq.m.,8+,Yes,No,Not included,1 month,"Admiral Isakov Avenue, Tairov","100,000 ֏ monthly",AMD,"Shop, 39 m2, house, 2 floors, for rent, semi-detached. The house is sold in parts. He has an apartment outside Mikan. Price: From 100,000 to 170,000.Translated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/18261151,,,
Country House,Monolith,1500 sq.m.,3,5,3+,Available,3 or more spots,Designer Renovation,3000 sq.m.,8+,Yes,No,Included,By Agreement,Tavush › Dilijan,"140,000 ֏ daily",AMD,"LUXERY Eco Garden House invites you to hold your birthday, bachelorette party, wedding or other events with us.The house is located in the village of Aygeshat, on the road to Khoktemberyan.*We have 3000 sq. A fenced container, which we can provide under other conditions for large events and shootings.The house was completely built in 2020.* Swimming pool filtered* Booth (up to 30 people)* Tableware, BBQ bottle* The distance from Yerevan is 25 km.* There are 2 separate houses in the yard, each with 2 separate bedrooms.* 4 bedrooms (2 with their own bathroom)* 4 bathrooms* Luxurious night lighting* Tableware (identical, high quality)* Mangal, (barbecue bottle)* Parking for up to 10 carsThe price is different on Friday, Saturday and Sunday.The house is provided both with overnight accommodation and without overnight accommodation (the price for overnight accommodation is AMD 200,000)Check in (entrance) – 14:00Check out - 12:00.Oravarc:Country houseTranslated from Armenian",Nov-24-2022_22-59,"TElevision, internet, air conditioner, swimming pool, sauna, fireplace, barbecue oven, gazebo, alarm system","FRidge, stove, microwave, coffee maker, dishwasher, washing machine, drying machine, water heater, iron, hair dryer",https://list.am/en/item/18077893,,,
Country House,Monolith,3000 sq.m.,1,1,1,Available,3 or more spots,Designer Renovation,2000 sq.m.,8+,Yes,No,Included,By Agreement,Armavir › Armavir,"90,000 ֏ daily",AMD,"Ejmiacin ECO GARDEN HOUSE invites you to hold your birthday, baptism, wedding or other events with us.We have 3000 square meters! An area that can be provided for other big events (up to 300 people)ATTENTION!In the yard of our house is St. George Church, which is consecrated by the priest of the Mother See of Holy Etchmiadzin. Built in 2020.ATTENTION! We have no restrictions on music, loud voice.Distance from Yerevan 25 km.* Swimming pool on 8x5 (filtered)* Luxurious night lighting* Pavilion (designed for 32 people)* Tableware (same, high quality)* Barbecue, tonir, possibility of making khashlama with wood (barbecue bottle)* Powerful speakers (bluetooth, aux)* 1 rest roomThe price is different on Fridays, Saturdays and Sundays.The house is provided without accommodation.Check in (entrance) - 10:00Check out - 10:30Mansion:Դաչա:Villa:For daily rentper dayhouseswedding houseTranslated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/17946035,,,
Country House,Stone,150 sq.m.,2,3,2,,,Major Renovation,1000 sq.m.,,,,,,Armavir › Parakar,"50,000 ֏ daily",AMD,"Spend your family vacation and celebrations at the beautiful White House Guesthouse.White House Guesthouse offers you to get away from everyday worries and spend your vacation in a beautiful environment.The guest house is located in Parakar community, near the Echmiadzin-Yerevan highway.The guest house is available.3 bedrooms2 bathroomskitchen (with necessary dishes and appliances)living roomoutdoor pavilionfiltered poolspacious parkingfree wi-fiIt is possible to rent not only the whole house, but also only the open-air part.Outdoor area: 50,000 AMD / dayThe whole area is 100000 AMD / dayAdmission from 10:00Departure until 22:00It could be overnight.It is possible to rent it!Long-term.Book in advanceCall for additional questions.We look forward to seeing you at the White House.Translated from Armenian",Nov-24-2022_22-59,,,https://list.am/en/item/17854016,,,
