Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Address,Price,Currency,Description,Datetime,Parking,Links,Construction Type
Automotive Service,40 sq.m.,By agreement,Not available,First Line,Separate from the Street,Direct Lease,3 months,By Agreement,By Agreement,"Ծովակալ Իսակովի պողոտա 27, Երևան","150,000 ֏",AMD,"A 40-square-meter car service point with a garage is for rent at 27 Tsovakal Isakov Avenue, call for detailsTranslated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/16652153,
Multifunctional Space,800 sq.m.,Available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Babayan street, Yerevan","$5,000",USD,The space is renovated. It has individual heating system and air conditioner.Code AV0534Translated from Armenian,Nov-24-2022_22-05,,https://list.am/en/item/18145461,
Office Space,80 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,1 month,Not included,"Vardanants street, Երևան","500,000 ֏",AMD,"Commercial space for rent in the center2nd floor of a three-story detached buildingIt is very convenient: Office space, logistics, IT.An iron entrance door is installed, the windows are European-made.Code KM-007Translated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/15316945,
Multifunctional Space,25 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,By Agreement,Included,"Halabyan Street 35, Yerevan","150,000 ֏",AMD,"Convenient for the office, store, etc.The area is suitable for various activities, nearby are Tumo, Musaler supermarket, Haybusak, etc.Translated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/18164207,
Office Space,60 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,By Agreement,Not included,Yerevan › Shengavit,"400,000 ֏",AMD,"A commercial space with a total area of 60 square meters is for long-term lease in Noragavit, next to ""Kanach"" supermarket.The space has been completely renovated, except for the floor, which will be completely finished in about 10 days after the lease. It is located on the first line, it has one door, two stained glass windows, it is equipped with all utilities.It will not be provided as commercial, it is desirable to apply for office or other commercial activities.Translated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/15441342,
Retail Space,60 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,By Agreement,Not included,Yerevan › Shengavit,"400,000 ֏",AMD,"A commercial space with a total area of 60 square meters is for long-term lease in Noragavit, next to ""Kanach"" supermarket.The space has been completely renovated, except for the floor, which will be completely finished in about 10 days after the lease. It is located on the first line, it has one door, two stained glass windows, it is equipped with all utilities.It will not be provided as commercial, it is desirable to apply for office or other commercial activities.Translated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/15462852,
Office Space,180 sq.m.,Available,Not available,Second Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Kievyan 2nd Lane, Yerevan","$1,500",USD,"Arabkir, very close to Barekamutyan metro station2-storey building,180 sq. M., 4 rooms, 2 bathrooms,There is a heating system, air conditioner,There is a barbecue in the yardFor more information callCode 6039Translated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/17674374,
Multifunctional Space,80 sq.m.,Not available,Not available,First Line,Separate from the Courtyard,Direct Lease,2 years,By Agreement,Not included,"Եղիշե Չարենցի փողոց 71/8, Երևան","250,000 ֏",AMD,"It will be repaired if necessary, there are all the utilitiesTranslated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/16978807,
Retail Space,860 sq.m.,,,,,,,,,"Amiryan Street 4, Yerevan","$20,000",USD,"A universal commercial territory is for rent on the 1st floor of a 10-storey new building on the crossroads of Amiryan and Kochinyan streets, in the best part of Yerevan.• The total area is 860 square meters, has 3 entrances from the front, 2 entrances from the building.• The area is open space, the ceiling height is more than 3.5 m. The partitions of the walls are not made, which allows the tenant to plan the interior at his own discretion.Doors with stained glass are installed in the front part.• All communications are available.• The area is suitable for a restaurant, office space, medical center, IT office, shop or other business purposes.• Parking for up to 25 cars can be provided for an additional fee if required.• Republic Square, metro, banks, all shops and entertainment places are nearby.For other details, write or call the mentioned numbers.The area is shown under a real estate display contract.Service fee - 50% of the monthly feeCode KR308Translated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/17347211,
Office Space,75 sq.m.,Available,Not available,First Line,Separate from the Courtyard,Direct Lease,1 year,2 months,Not included,"Sayat Nova avenue, Yerevan","$1,200",USD,"Office space is for rent in the center, on Sayat-Nova avenue. The total area is 75 square meters, the living room is 15 square meters. The commercial area is on the 1st floor of a 5-storey stone building. It has a capital renovation. Convenient to use as an office space.Code 2-701106Translated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/17488934,
Everything Else,40 sq.m.,,,,,,,,,"Davit Bek street, Yerevan","150,000 ֏",AMD,"Commercial space for rent, front line, electricity and water available. The price is final.Translated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/17566232,
Automotive Service,70 sq.m.,,,,,,,,,"Bashinjaghyan street 2-nd lane, Yerevan","150,000 ֏",AMD,"Carpet cleaning, car washing2nd floor for rent (3 rooms and a toilet)Translated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/18233055,
Retail Space,60 sq.m.,Available,Not available,First Line,Separate from the Street,Direct Lease,1 year,By Agreement,Not included,"Sayat Nova avenue, Yerevan","$3,500",USD,"Commercial area is for rent on Sayat Nova avenue, first line. It has a large stained glass window. The area is on 2 levels: 25 sq. M. Is on each level, 30 sq. M. Is in the basement. The area is in a very visible part. Suitable for and commercial and office activities.Code KOMV 423Translated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/17561707,
Office Space,152 sq.m.,,,,,,,,,"Amiryan Street 4/2, Yerevan","$3,700",USD,"Office space for rent on the 4th floor of a newly built 10-story building in the best part of Yerevan, near Republic Square.The area is under renovation, European windows have been installed.• It consists of 1 common hall, 3 private rooms and 2 bathrooms.• Heating, cooling and ventilation systems will be installed.• The building has a security service.• Suitable for use as an office and for other business activities.For other details, write or call the indicated numbers.The space is shown under a real estate showing contract.The service commission is 50% of the monthly fee.Code DC068Translated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/18277507,
Restaurant,1700 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,By Agreement,Not included,"Abovyan street, Yerevan","$25,000",USD,Restaurant area is for rent on Abovyan street.The area is in a very busy area.The front part is 35 m and all stained glass.First lineParking:VentilationThe hall is 1000 square metersThe area is unique in its location and visibility.Agency commission in the amount of 50%.Code komv448Translated from Armenian,Nov-24-2022_22-05,,https://list.am/en/item/17695369,
Retail Space,860 sq.m.,By agreement,Available,First Line,Common from the Street,Sublease,6 months,1 month,Not included,"Amiryan Street 4, Yerevan","$20,000",USD,"In the best part of Yerevan, on the 1st floor of a newly constructed 10-story building at the intersection of Amiryan and Kochinyan streets, a universal commercial space is for rent.• The total area of the area is 860 square meters, it has 3 entrances from the front and 2 entrances from the back of the building.• The area is an open space, the ceiling height is more than 3.5 m. Wall partitions are not made, which allows the tenant to plan the interior at his discretion.• Stained glass doors are installed in the front.• All communications are available.• The area is suitable as a restaurant, office space, medical center, IT office, shop and other business purposes.• If necessary, parking for up to 25 cars can be provided for an additional fee.• Republic Square, metro, banks, all shops and entertainment places are located near the area.For other details, write or call the indicated numbers.The space is shown under a real estate showing contract.Service commission: 50% of the monthly feeCode KR308Translated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/18277375,
Office Space,600 sq.m.,,,,,,,,,"Leningradyan street, Yerevan","5,000 ֏",AMD,The total area of 600 square meters is for rent. Starting from 15 square meters. The cost per square meter is 5000 drams including utilities. Suitable for lodge services. The rooms are 15 square meters. Call for details. Address Leningradyan First Line by Zuzuk's serviceTranslated from Armenian,Nov-24-2022_22-05,,https://list.am/en/item/17815681,
Multifunctional Space,1600 sq.m.,,,,,,,,,"Tbilisian Highway, Yerevan","$12,500",USD,"A multi-functional property is available for long-term lease in Kanaker-Zeytun community, Tbilisi highway.• The area consists of 3 floors, has a total of 1600 sq. M. Surface.• All communications are available.• The area is unique in its kind, suitable for any business activity: Office, commercial, manufacturing, restaurant, hotel, etc.For other details, write or call the indicated numbers.The space is shown under a real estate showing contract.The service commission is 50% of the monthly fee.Code MC074Translated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/18015275,
Office Space,60 sq.m.,By agreement,Not available,First Line,Common from the Street,Sublease,6 months,1 month,By Agreement,"Vahan Teryan Street 1/1, Yerevan","$1,300",USD,"A small office space is for rent near Northern Avenue, at the beginning of Teryan Street.• The area is completely renovated, it consists of 3 halls, a kitchen area and a bathroom.• Large European windows are installed, the floors are covered with tiles.• The area is located on the 1st floor of a newly constructed building.• Very suitable for use as office, IT center.For other details, write or call the indicated numbers.The space is shown under a real estate showing contract.The service commission is 50% of the monthly fee.Code DC029Translated from Armenian",Nov-24-2022_22-05,,https://list.am/en/item/18149650,
