Construction Type,New Construction,Elevator,Floors in the Building,The House Has,Parking,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Window Views,Address,Price,Currency,Description,Datetime,Type,Garage,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Appliances,Links,Amenities
Stone,No,Available,5,,,35 sq.m.,2,1,from 3 m,1,Not available,,Major Renovation,,"Getapnya street, Dilijan station","15,000 ֏ daily",AMD,"Ideal apartment in Dilijan. Welcome to spend your wonderful vacation in a newly renovated apartment near the center of Dilijan, in the best district of the city, near the central park, on Getapnya Street. The apartment is equipped with all amenities, new furniture and appliances, wifi, round-the-clock water supply, baxi heating system.Translated from Armenian",Dec-12-2022_23-09,,,3,Yes,No,Not included,By Agreement,,https://list.am/en/item/13634323,
Stone,No,Not available,5,,,70 sq.m.,3,1,from 2.8 m,5,Open balcony,,Cosmetic Renovation,,"Կալինինի փողոց 179, Դիլիջան","250,000 ֏ monthly",AMD,"The apartment is renovated, has all utilities, heating system, sunny, warm and bright, it is for daily rent and long term.Translated from Armenian",Dec-12-2022_23-09,,,4,Yes,No,Not included,1 month,,https://list.am/en/item/18132894,
Stone,No,Not available,5,,,50 sq.m.,2,1,from 2.75 m,3,Closed balcony,,Major Renovation,,"Улица Гая, Дилижан","200,000 ֏ monthly",AMD,"Дом в идеальном состояне, очень уютныи имееца все комунальные удобство. Wi-fi есть, дом находиться на самом красивом улитье в дилижане, Буду всем рад напишите по ватсапу",Dec-12-2022_23-09,,,2,Yes,No,Not included,By Agreement,,https://list.am/en/item/18398524,
Panels,No,Not available,4,,,96 sq.m.,3,1,from 2.8 m,2,Closed balcony,Available,Cosmetic Renovation,,"Օրջոնիկիդզեի փողոց 67, Դիլիջան","180,000 ֏ monthly",AMD,"3-room apartment for rent in Dilijan. New capitalrenovated, with all utilities, for 4 + 1 persons. It has all the facilities necessary for living: Furniture, appliances, dishes, heating, Wi-Fi.Translated from Armenian",Dec-12-2022_23-09,,,4,Yes,No,Not included,2 months,,https://list.am/en/item/18484902,
Stone,No,Not available,4,,Outdoor parking,48 sq.m.,1,1,from 2.8 m,4,Open balcony,Available,Partial Renovation,"Yard view, street view, city view, park view","Улица Метахагорцнери, Иджеван","80,000 ֏ monthly",AMD,Квартира в нормальном состоянии,Dec-12-2022_23-09,,,4,Yes,Negotiable,Not included,1 month,"Fridge, microwave, coffee maker, washing machine, water Heater",https://list.am/en/item/18662229,"Television, internet"
Stone,No,Not available,5,,,100 sq.m.,3,1,from 2.7 m,3,Closed balcony,Available,Euro Renovation,,Tavush › Dilijan,"280,000 ֏ monthly",AMD,"Նոր եվրոռեմոնտով բնակարան առկա է ամեն ինչ ձեր հանգիստը անց կացնելու համար։ վարձով օրական եվ ամսեկան сдаётся квартира с капитальный ремонта всё есть для отдыха 3 комната отопления газовая baxi, интернет харошие связьTranslated from Armenian",Dec-12-2022_23-09,,,5,Yes,Yes,By Agreement,2 months,,https://list.am/en/item/18400651,
Stone,No,Not available,5,,Outdoor parking,65 sq.m.,3,1,from 2.75 m,5,Closed balcony,Available,Euro Renovation,"Yard view, street view, park view",Tavush › Dilijan,"250,000 ֏ monthly",AMD,"The apartment is rented on New Year's Day, from December 30 to January 4, by agreement.Translated from Armenian",Dec-12-2022_23-09,,,5,Yes,Negotiable,Included,By Agreement,"Fridge, stove, microwave, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18608937,"Television, internet, parking space"
Stone,No,Not available,5,,,35 sq.m.,2,1,from 2.5 m,1,Not available,,Major Renovation,,"Getapnya street, Dilijan station","10,000 ֏ daily",AMD,"Ideal apartment in Dilijan. Welcome to spend your wonderful vacation in a newly renovated apartment near the center of Dilijan, in the best district of the city, near the central park, on Getapnya Street. The apartment is equipped with all amenities, new furniture and appliances, wifi, round-the-clock water supply, baxi heating system.Translated from Armenian",Dec-12-2022_23-09,,,,,,,,,https://list.am/en/item/17706123,
Panels,No,Available,9,,Outdoor parking,70 sq.m.,4,1,from 2.6 m,9,Open balcony,Available,Major Renovation,"Yard view, street view","Shamakhyan Street, Dilijan station","400,000 ֏ monthly",AMD,"Apartment for rent, very comfortable, newly renovated, furnished, with a beautiful view. The rental is daily and monthly. For details, call the indicated phone number.Translated from Armenian",Dec-12-2022_23-09,,,6,Yes,No,By Agreement,By Agreement,"Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18508051,"Television, internet, parking space"
Stone,No,Not available,4,,,71 sq.m.,3,2,from 2.7 m,1,Closed balcony,Available,Designer Renovation,,"Գայի փողոց, Դիլիջան","35,000 ֏ daily",AMD,"Օրավարձով է տրվում կապիտալ վերանորոգված, կահավորված և ապրելու համար բոլոր հարմարություններով 3 սենյականոց բնակարան Դիլիջան քաղաքի եղևնիների պուրակին հարակից՝ Կաղնու Խաչ կոչվող տարածքում:Հնարավոր է նաև երկարաժամկետ վարձակալության տարբերակով, որի ժամանակ կարող եմ տրամադրել նաև մառանը:Բնակարանում կա երկու ննջարան և հյուրասրահում բացվող երկու բազմոց, միաժամանակ կարող է բնակվել առավելագույնը 4-8 հոգի:‼ Բնակարանը վարձով է տրվում նվազագույնը 4 օրով, 5 և ավել օրվա դեպքում գինը հնարավոր է սակարկել՝ կախված օրերի քանակից:Բնակարանում կան բոլոր հարմարությունները ձեր հանգիստը կազմակերպելու համարWifiՄշտական տաք և սառը ջուրԲոլոր հարմարություններով կահավորված խոհանոց,Հեռուստացույց,Լվացքի մեքենա, փոշեկուլ, արդուկ, վարսահարդարիչ...Շենքի հարևանությամբ կան սուպերմարկետներ.Ուշադրություն! Բնակարանում ծխելը ԽՍՏԻՎ ԱՐԳԵԼՎՈՒՄ Է:Գինը՝ 35 000 դրամՄանրամասների համար գրեք նամակ, կամ զանգահարեք.Сдается посуточной арендой полностью отремонтированная, меблированная 3-комнатная квартира со всеми удобствами в районе еловой рощи, на территории под названием Дубовый Крест в Дилижане.Также возможна аренда на длительный срок. В таком случае, я могу предоставить подвал вместе с квартирой.В квартире две спальни, два раскладывающихся дивана в гостиной. Одновременно могут разместиться до 4-8 человек.‼ Квартира сдается минимум на 4 суток, в случае более 5 суток цена может быть обговорена в зависимости от количества суток.В квартире есть все удобства для организации вашего отдыхаWifiПостоянная горячая и холодная вода,Кухня со всеми удобствами,Телевизор,Стиральная машина, пылесос, утюг, фен...Рядом со зданием есть супермаркеты.Внимание! Курение в квартире СТРОГО ЗАПРЕЩЕНО.Цена 35 000 драмДля подробной информации напишите письмо, или позвоните.",Dec-12-2022_23-09,,,7,Yes,No,By Agreement,By Agreement,,https://list.am/en/item/17076921,
Stone,Yes,Not available,2,,,100 sq.m.,2,1,from 2.8 m,1,Closed balcony,Available,Major Renovation,,Tavush › Ijevan,"8,000 ֏ daily",AMD,"The first floor of a two-story house is for daily rent (60,000 - 70,000) in the town of Ijjan, Tavush region. The apartment is fully renovated, has:1. Hot, cold water2. Gas3. Furniture and dishes4. Garden5. Yard6. Free wi-fi7. Constant electricityFor details, you can call the mentioned phone number.Translated from Armenian",Dec-12-2022_23-09,,,8+,Yes,Yes,By Agreement,Without prepayment,,https://list.am/en/item/17519817,
Stone,No,Not available,4,,,60 sq.m.,4,1,from 2.6 m,2,Open balcony,,Euro Renovation,,Tavush › Dilijan,"250,000 ֏ monthly",AMD,"Сдадим квартиру (60кв) в Дилижане, на улице Шаумяна. 250,000 драм за месяцWi-fiTV3 спални гостинаяОткрытий балконкухнядушеваястиральная машинахолодильникпосудомойкакухонные принадлежностигорячая водаотопление (Baxi)постельное белье",Dec-12-2022_23-09,,,4,Yes,No,Not included,By Agreement,,https://list.am/en/item/18447909,
Stone,No,Not available,3,,,92 sq.m.,4,1,from 3.2 m,2,Multiple balconies,Available,Euro Renovation,,"Մյասնիկյան փողոց 84, Դիլիջան","275,000 ֏ monthly",AMD,"A 4-room apartment is for rent in Dilijan city, fully renovated, gas-equipped, uninhabited. It has an individual heating system. The apartment is located next to the central square, in front of the Tumo center. There is a school, banks, supermarkets, etc. Nearby. The apartment is furnished. The rent is negotiable))) long term, up to 5 years)))) see my other adsTranslated from Armenian",Dec-12-2022_23-09,,,5,Yes,Yes,Not included,3 months,,https://list.am/en/item/18510827,
Stone,No,Not available,4,,,33 sq.m.,1,1,from 2.75 m,3,Open balcony,Available,Designer Renovation,,"Շահումյան փողոց 26, Դիլիջան","5,000 ֏ daily",AMD,"Newly renovated apartments in the street very close to the center of Dilijan (Eghevniri street), with new property and appliances, open balcony, only for clean-loving families, not for 1 day or hour, 5.000 AMD per person 1 day, also with social package or transferNew Year 31-5 150,000 dramsTranslated from Armenian",Dec-12-2022_23-09,,,2,Yes,No,Included,By Agreement,,https://list.am/en/item/17925438,
Panels,Yes,Not available,3,,,95 sq.m.,3,1,from 3 m,3,Open balcony,,Euro Renovation,,"Moldovakan street, Dilijan station","150,000 ֏ monthly",AMD,Completely newly furnished with all amenitiesTranslated from Armenian,Dec-12-2022_23-09,,,,,,,,,https://list.am/en/item/17632141,
Stone,Yes,Not available,3,,,85 sq.m.,3,1,from 2.5 m,3,Open balcony,Available,Euro Renovation,,"Զորավար Անդրանիկ փողոցի 2-րդ փակուղի 18, Դիլիջան","5,000 ֏ daily",AMD,"ServicesTourism and TravelThe announcement violates the following rule:2. Each announcement must be placed in the appropriate section.For rent:House for rent in Dilijan (for family)Tavush ›DilijanThe third floor of a (family) own house is for rent. The house is fully renovated and furnished. It has 3 rooms, it is designed for 10 people (one person costs 5000 AMD per day) Children under 3 years old are free, in case of staying for more than 3 days there are discounts. There is a bathroom, a kitchen and a living room together. All household items are available, wifi. There is a pavilion, a barbecue, a children's playground, a parking lot in the yard. The beautiful view of Dilijan forests opens from the balcony. For more information call.Сдается третий этаж (для семьи) собственного дома. Home fullness remodeled and furnished. 3 комнаты, ванная комната, кухня и гостиная. All objects are similar. In the yard there is a pavilion, a brazier, a children's square, a bus station. There is wifi internet, with a balcony revealing a beautiful kind of Dilijanska lesa. For additional information, please contact us.Translated from Armenian",Dec-12-2022_23-09,,,7,Yes,No,By Agreement,By Agreement,,https://list.am/en/item/17632256,
Stone,Yes,Not available,4,,,80 sq.m.,3,1,from 2.5 m,3,Open balcony,Available,Major Renovation,,Tavush › Dilijan,"20,000 ֏ daily",AMD,"Code 053:Read the full description of the house, requirements, prepayment rulesAn apartment is for daily rent in Dilijan, in the deer parkThe apartment is for daily rent20,000 drams per dayBedroom: 2 piecesLiving room with 1 open sofaBathroom: 1 pieceOpen balcony with barbecue and bottles; internet, parking, bed linen and towels Kitchen, kitchen appliances, Kitchen utensils heatingMaximum 6 peopleProvisions:+ Entrance 13.00 Exit 12.00+ In case of staying till the evening, the price of 1 day is charged+ ADVANCE PAYMENT is required to book the house.+ In case of cancellation of your reservation, the prepayment is NOT refundable+ Other prepayment cases are subject to consideration (for example, canceling one house and booking another house through us)+ After submitting the prepayment coupon (Viber, WhatsApp or other version) BOOKING IS CONFIRMED.Dear customer, to get acquainted with all our announcements, click on NAME.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Code Kod 053Translated from Armenian",Dec-12-2022_23-09,,,7,Yes,No,Included,By Agreement,,https://list.am/en/item/13055598,
Stone,No,Not available,5,,,67 sq.m.,3,2,from 2.8 m,3,Not available,,Major Renovation,,"Kalinini street, Dilijan station","20,000 ֏ daily",AMD,"The apartment is newly capitally renovated. It is provided with a heating system, with the latest necessary equipment. The apartment is located in a comfortable part of the city, all the necessary objects (shops, pharmacies, restaurants, museums) are within walking distance. It is located next to the city park.Translated from Armenian",Dec-12-2022_23-09,,,4,Yes,No,Included,By Agreement,,https://list.am/en/item/17523000,
Stone,Yes,Not available,2,Playground,"Outdoor parking, covered parking, garage",130 sq.m.,4,1,from 3 m,2,Open balcony,Available,Designer Renovation,"Yard view, park view","Sayat-Nova Street, Dilijan station","50,000 ֏ daily",AMD,"A daily rent, as well as a long-term apartment in the beautiful Dilijan, capital with all amenities...Translated from Armenian",Dec-12-2022_23-09,,,8+,Yes,No,Included,By Agreement,"Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18609235,"Television, internet, parking space"
Stone,No,Available,5,,,90 sq.m.,3,1,from 2.8 m,1,Open balcony,Available,Euro Renovation,,Tavush › Dilijan,$650 monthly,USD,"Apartment for rent.All utilities are available in the apartment• Heating System• Gas stove• Television• Refrigerator• Automatic washing machine• 1 month depositReleased on November 24For details, call:Code 30349Translated from Armenian",Dec-12-2022_23-09,,,4,Yes,No,Not included,1 month,,https://list.am/en/item/14957949,
Monolith,Yes,Available,5,,,100 sq.m.,3,1,from 2.7 m,2,Open balcony,,Euro Renovation,,"26 Commissars Street, Dilijan station","$1,000 monthly",USD,"‼️Сдается на длительный срок трехкомнатная квартира в новостройке в Дилижане.Здание расположено в центре города, оборудовано системами безопасности и находится под контролем сотрудников службы безопасности.Здание находится в чистом и ухоженном состоянии, сотрудники ежедневно проводят работы по уборке и благоустройству.Есть лифт, подземный паркинг, детская площадка.Квартира 100 кв/м. В нем 2 спальни, большая гостиная, отдельная кухня, детская игровая, 2 холла, туалет, ванная, открытый балкон с прекрасным видом.Квартира оборудована мебелью и техникой: Телевизор, холодильник, стиральная машина, посудомоечная машина, утюг, пылесос, микроволновая печь. В квартире установлена индивидуальная система отопления. Есть вайфай, более 300 телеканалов.Арендная плата квартиры составляет 1000$ в месяц, включая коммунальную уборку, охрану, оплату интернета и телеканала (коммунальные платежи не включены в арендную плату)",Dec-12-2022_23-09,,,,,,,,,https://list.am/en/item/18301512,
Stone,No,Available,4,,,33 sq.m.,1,1,from 2.8 m,2,Open balcony,Available,Major Renovation,,"Ստեփան Շահումյանի փողոց 12, Դիլիջան","10,000 ֏ daily",AMD,"Newly renovated apartments for daily rent only, everything for recreation is available, not for one dayTranslated from Armenian",Dec-12-2022_23-09,,,2,Yes,No,Included,By Agreement,,https://list.am/en/item/18004234,
Stone,Yes,Available,1,,,40 sq.m.,1,1,from 2.8 m,1,Open balcony,Available,Euro Renovation,,"Getapnya Street, Dilijan","200,000 ֏ monthly",AMD,"Здайотся студио новый ремонт,еще делаем регистрация, договор на жилье и всяквя документация. Напишите а личкуA studio cottage for rent. Good location, nice view, utilities included",Dec-12-2022_23-09,,,4,Yes,No,Not included,By Agreement,,https://list.am/en/item/17816647,
Panels,No,Not available,3,,,64 sq.m.,2,1,from 2.7 m,1,Open balcony,Available,Designer Renovation,,Tavush › Dilijan,"200,000 ֏ monthly",AMD,"(Code 06/026) 2-room apartment for rent in Dilijan city, the area is 64 sq/m, it has an open balcony, one part of which has been transformed into a bedroom, and the other part has a beautiful view. The apartment is equipped with all utilities, has 24-hour hot and cold water, has a heating system: Bugsi, the windows are European-made, the entrance door is metal, has a TV, refrigerator, washing machine, iron, vacuum cleaner, sofa, 2 armchairs, 6 chair, provided with kitchen and bedding, internet wi fi available. The apartment is rented only on a long-term basis, the rent is AMD 200,000 per month. Only cats are allowed inside the apartment. Attention, call only honest, conscientious, civilized and adequate people who are ready to cooperate with the real estate agency. Don't write a letter, call for all discussions.Translated from Armenian",Dec-12-2022_23-09,,,4,Yes,Yes,Not included,1 month,,https://list.am/en/item/18460442,
Stone,No,Not available,5,,,48 sq.m.,2,1,from 2.75 m,1,Closed balcony,Available,Euro Renovation,,"Գետափնյա փողոց 68, Դիլիջան","290,000 ֏ monthly",AMD,"2-room apartment for rent in Dilijan city.The apartment is in very good condition, completely renovated.The apartment has all amenities: Gas, hot water, heated floor, boiler (baxi), 400l water tank, basement, 2 entrances, internet...Preferably long-term.Also available for sale.Dilijan, rent, buy an apartment in Dilijan.Translated from Armenian",Dec-12-2022_23-09,,,4,Yes,Yes,Not included,2 months,,https://list.am/en/item/18490389,
Monolith,No,Not available,3,,,100 sq.m.,5,1,from 3.5 m,3,Multiple balconies,,Major Renovation,,"Barekamutian street, Dilijan station","40,000 ֏ daily",AMD,"A spacious, newly renovated and still uninhabited one-room apartment is for daily rent, provided with all necessary utilities.Heating boiler (system)Hot and cold standing waterTelevision4 bedrooms (beds for 8-10 people, linen and warm bed)1 living room2 open balconies with a wonderful view1 kitchen (there is a refrigerator, a gas stove, dishes, a grill on the balcony,Bathroom40,000 AMD on working daysSaturday and Sunday: 50,000 AMDLong-term rental is also possible at a different priceTranslated from Armenian",Dec-12-2022_23-09,,,,,,,,,https://list.am/en/item/17120645,
Stone,No,Available,8,,,70 sq.m.,3,1,from 3 m,5,Closed balcony,,Euro Renovation,,"Myasnikyan street, Dilijan station",$500 monthly,USD,For more information callCode 5566Translated from Armenian,Dec-12-2022_23-09,,,4,Yes,No,Not included,1 month,,https://list.am/en/item/17815011,
Stone,Yes,Not available,4,,,50 sq.m.,3,1,from 2.5 m,3,Open balcony,,Major Renovation,,Tavush › Dilijan,"20,000 ֏ daily",AMD,"Code 004:--ATTENTION -----Read the full description of the house, the requirements, the rules of prepaymentAPARTMENT for daily rent in Dilijan, in the deer parkThe house is for daily rent1 person for 20,000 drams per day3-4 people for 25,000 drams per dayThe apartment is on the 3rd floor of a 4-storey buildingBedroom: 2 piecesLiving room: 1 pieceBathroom: 1 pieceOpen balcony with a view of the deer, internet, parking, bed linen and towels Kitchen, kitchen appliances, Kitchen utensils heatingProvisions:+ Entrance 14.00 Exit 12.00+ In case of staying till the evening, the price of 1 day is charged+ ADVANCE is required to book the house.+ In case of cancellation of your reservation, the prepayment is NOT refundable+ Other prepayment cases are subject to consideration (for example, canceling one house and booking another house through us)+ After submitting the prepayment coupon (Viber, WhatsApp or other version) BOOKING IS CONFIRMED.Dear customer, to get acquainted with all our announcements, click on NAME.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Code Kod 004Translated from Armenian",Dec-12-2022_23-09,,,5,Yes,No,Included,By Agreement,,https://list.am/en/item/13274636,
Stone,No,Not available,5,,,65 sq.m.,2,1,from 2.75 m,2,Open balcony,,Major Renovation,,"Kalinini street, Dilijan station","250,000 ֏ monthly",AMD,"2 х комнатная квартира с центре Дилиджана, капитальный ремонт, сдается 5 месяцев до конца апреля",Dec-12-2022_23-09,,,4,No,No,Not included,4 months,,https://list.am/en/item/18541167,
Stone,No,Not available,4,,,75 sq.m.,2,1,from 2.7 m,4,Closed balcony,,Euro Renovation,,Tavush › Dilijan,"250,000 ֏ monthly",AMD,"Տրվում է վարձով 2 սենյանկանոց բնակարան կապիտալ վերանորոգված։ Առկա է ջեռուցման համակարգ, WiFi։ Ողջ տեխնիկան և կահուքը նոր է։ Բնակարանը վերանորոգումից հետո չի բնակեցվել։Сдаеться 2х комнатная квартира в городе Дилижан. В квартире новый ремонт, новая техника и мебель. Есть бакси и WiFi. Для подробной информации звонить по номеру в анкете.",Dec-12-2022_23-09,,,4,Yes,No,Not included,Without prepayment,,https://list.am/en/item/18519672,
Stone,No,Not available,5,,,45 sq.m.,1,1,from 3 m,2,Closed balcony,,Major Renovation,,"Կամոյի փողոց, Դիլիջան","150,000 ֏ monthly",AMD,"Сдается однокомнатная квартира со своим гаражом в городе Дилижан. Квартира со всеми бытовыми условиями. Квартира расположена на втором этаже пятиэтажного каменного дома, так же есть Wi-Fi.",Dec-12-2022_23-09,,,5,Yes,Yes,Not included,By Agreement,,https://list.am/en/item/18547276,
Stone,No,Not available,4,,,40 sq.m.,1,1,from 2.7 m,2,Open balcony,,Major Renovation,,Tavush › Dilijan,"15,000 ֏ daily",AMD,"Code 0124:--ATTENTION -----Read the full description of the house, the requirements, the rules of prepaymentAPARTMENT for daily rent in Dilijan, in the deer parkThe house is for daily rent1 day for 2 people 15,000 AMDThe apartment is on the 2nd floor of a 4-storey buildingBedroom in nicheLiving room: 1 pieceBathroom: 1 pieceOpen balcony with a view of the deer, internet, parking, bed linen and towels Kitchen, kitchen appliances, Kitchen utensils heatingProvisions:+ Entrance 14.00 Exit 12.00+ In case of staying till the evening, the price of 1 day is charged+ ADVANCE is required to book the house.+ In case of cancellation of your reservation, the prepayment is NOT refundable+ Other prepayment cases are subject to consideration (for example, canceling one house and booking another house through us)+ After submitting the prepayment coupon (Viber, WhatsApp or other version) BOOKING IS CONFIRMED.Dear customer, to get acquainted with all our announcements, click on NAME.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Code Kod 0124Translated from Armenian",Dec-12-2022_23-09,,,4,Yes,No,By Agreement,By Agreement,,https://list.am/en/item/14635767,
Monolith,No,Not available,3,,,70 sq.m.,2,1,from 2.8 m,2,Open balcony,Available,Euro Renovation,,"Moldovakan street, Dilijan station",€500 monthly,EUR,"Светлая и теплая квартира с живописным видом состоит из гостиной, спальни, кухни, ванной комнаты, туалета и коридора. Большой балкон с диваном - прекрасное место для отдыха на свежем воздухе. Квартира отремонтирована, идеально подходит для пар и молодых семей.Квартира оснащена необходимой техникой и предметами быта для удобного проживания.С радостью ждем встречи с Вами!Указанный в объявлении номер телефона действует только в WhatsApp & Viber.",Dec-12-2022_23-09,,,4,Yes,No,Not included,By Agreement,"Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18538114,"Television, internet"
Stone,No,Not available,5,,,70 sq.m.,2,1,from 3 m,4,Closed balcony,,Old Renovation,,"Улица Гетапня 78, Дилижан","120,000 ֏ monthly",AMD,"2-х комнатная квартира на 4 этаже 5 этажного дома, на ул. Гетапня д. 78 (набережная)Вид из окна на гостиницу Дилижан. Рядом международная школа.",Dec-12-2022_23-09,,,4,Yes,Yes,Not included,By Agreement,,https://list.am/en/item/18534235,
Stone,No,Not available,5,,,75 sq.m.,3,1,from 2.8 m,4,Open balcony,,Euro Renovation,,"Kalinini street, Dilijan station","350,000 ֏ monthly",AMD,"Տրվում է վարձով 3 սենյականոց բնակարան Կաալինին փողոցի առաջին գծում, ամսավճարով, ցանկալի է երկարարատև վարձակալության համար: Բնակարանը ամբողջությամբ կահավորված է, ունի բոլոր հարմարությունները: Մոտակայքում կան խանութնոր և կրպաներ: Բակարանի հետ ցանկության դեպքում կտրամադրվի նաև ավտոտնակ 2 մեքենաների համար:Сдается 3-х комнатная квартира на первой линии улицы Калинина, с помесячной оплатой, желательно на длительный срок. Квартира полностью меблирована и имеет все удобства. Рядом есть магазины и киоски. По желанию можем предоставить гараж на 2 машины.",Dec-12-2022_23-09,,,5,Yes,Yes,Not included,2 months,,https://list.am/en/item/18534185,
Stone,No,Not available,4,,,30 sq.m.,1,1,from 2.8 m,3,Open balcony,,Designer Renovation,,"Շահումյան փողոց 10, Դիլիջան","10,000 ֏ daily",AMD,"Renovated apartments in Dilijan (on the street of firs), with new property and appliances, all necessary accessories, only for clean-minded families, minimum 2 days, not for an hour or a day.Translated from Armenian",Dec-12-2022_23-09,,,2,Yes,No,Included,Without prepayment,,https://list.am/en/item/17993321,
Monolith,Yes,Available,5,,,100 sq.m.,3,1,from 2.7 m,3,Open balcony,,Euro Renovation,,Tavush › Dilijan,"35,000 ֏ daily",AMD,"Special price for February!For only 35,000 AMD (daily fee) you can have a rest in Dilijan (up to 4 people) with family or friends.We offer a clean, comfortable apartment in Dilijan, which by the way can also be rented with a social package. The apartment is designed for up to 4 people. It has 2 bedrooms, one living room, a kitchen, a bathroom։ a shower room. The apartment is located in the center of Dilijan. The apartment is furnished with furniture and appliances for rest. There is wifi, more than 300 TV channels, underground parking. The building is provided with a security system, a security guard, has a separate yard, the yard is suitable for children to play safely.Translated from Armenian",Dec-12-2022_23-09,,,,,,,,,https://list.am/en/item/15858448,
Monolith,Yes,Available,5,,,100 sq.m.,3,1,from 2.7 m,2,Open balcony,,Euro Renovation,,Tavush › Dilijan,"35,000 ֏ daily",AMD,"Special price for February!For only 35,000 AMD (daily fee) you can have a rest in Dilijan (up to 5 people) with family or friends.We offer a clean, comfortable apartment in Dilijan, which by the way can also be rented with a social package. The apartment is designed for up to 5 people. It has 2 bedrooms, one living room, a kitchen, a bathroom։ a shower room. The apartment is located in the center of Dilijan. The apartment is furnished with furniture and appliances for rest. There is wifi, more than 300 TV channels, underground parking. The building is provided with a security system, a security guard, has a separate yard, the yard is suitable for children to play safely.Translated from Armenian",Dec-12-2022_23-09,,,,,,,,,https://list.am/en/item/15858440,
Stone,No,Not available,5,,Outdoor parking,60 sq.m.,2,1,from 2.8 m,2,Open balcony,Available,Cosmetic Renovation,,"Улица Калинина 179, Дилижан","200,000 ֏ monthly",AMD,"Сдаётся светлая тёплая уютная квартира, отличное расположение, прекрасный вид.Проведение отопление, вся техника новая. И самые отзывчивые хозяева:)",Dec-12-2022_23-09,,,3,Yes,Yes,Not included,By Agreement,"Fridge, stove, washing machine, iron",https://list.am/en/item/18531061,"Television, internet"
Stone,No,Not available,4,,,35 sq.m.,2,1,from 2.7 m,2,Open balcony,,Designer Renovation,,Tavush › Dilijan,"5,000 ֏ daily",AMD,"Newly renovated apartments for rest for 2-3 people, affordable and clean apartments only for families, also with social package or transfer, not for 1 day, minimum 2 days, 1 person per day 5000 AMDTranslated from Armenian",Dec-12-2022_23-09,,,2,No,No,Included,By Agreement,,https://list.am/en/item/15336690,
Stone,Yes,Not available,1,,,108 sq.m.,4,1,from 2.75 m,1,Multiple balconies,,Cosmetic Renovation,,Tavush › Dilijan,"5,000 ֏ daily",AMD,"The mansion has all utilities, hot water, two stallsTranslated from Armenian",Dec-12-2022_23-09,,,8+,Yes,Yes,Not included,By Agreement,,https://list.am/en/item/18131802,
Stone,No,Not available,4,,,65 sq.m.,2,1,from 2.75 m,3,Closed balcony,,Euro Renovation,,"Getapnya street, Dilijan station","300,000 ֏ monthly",AMD,Սեփականատիրոջ կողմից վարձով է տրվում 2 սենյականոց բնակարան Դիլիջան քաղաքի միջազգային դպրոցի հարևանությամբ։ Բնակարանը վերանորոգված է։ Տրվում է տեխնիկայով և գույքով։Сдается 2х комнатная квартира от собственника в городе Дилижане рядом с международной школой.Необходимая техника и посуда имеется.,Dec-12-2022_23-09,,,3,Yes,No,Not included,2 months,,https://list.am/en/item/18469812,
Stone,No,Not available,4,,,29 sq.m.,1,1,from 2.75 m,1,Not available,,Cosmetic Renovation,,Tavush › Noyemberyan,"55,000 ֏ monthly",AMD,"Q. 1-room apartment is for rent in Noyemberyan, with all communal facilities, hot and cold water, washing machine...Translated from Armenian",Dec-12-2022_23-09,,,2,Yes,Yes,Not included,1 month,,https://list.am/en/item/17241218,
Stone,No,Not available,4,,,75 sq.m.,2,1,from 2.7 m,4,Closed balcony,,Euro Renovation,,Tavush › Dilijan,"250,000 ֏ monthly",AMD,"Տրվում է վարձով 2 սենյանկանոց բնակարան կապիտալ վերանորոգված։ Առկա է ջեռուցման համակարգ, WiFi։ Ողջ տեխնիկան և կահուքը նոր է։ Բնակարանը վերանորոգումից հետո չի բնակեցվել։Сдаеться 2х комнатная квартира в городе Дилижан. В квартире новый ремонт, новая техника и мебель. Есть бакси и WiFi. Для подробной информации звонить по номеру в анкете.",Dec-12-2022_23-09,,,4,Yes,No,Not included,Without prepayment,,https://list.am/en/item/18519337,
Stone,Yes,Not available,2,,,100 sq.m.,3,1,from 2.75 m,2,Open balcony,,Euro Renovation,,Tavush › Ijevan,"200,000 ֏ monthly",AMD,The apartment is for short-term rent. Located in the center of Ijevan. It has all the utilities.Translated from Armenian,Dec-12-2022_23-09,,,3,Yes,Yes,By Agreement,Without prepayment,,https://list.am/en/item/18416829,
Panels,No,Available,9,,,80 sq.m.,3,1,from 2.8 m,3,Closed balcony,,Major Renovation,,"Կալինինի փողոց 241, Դիլիջան","200,000 ֏ monthly",AMD,"Apartment for long-term rent with all utilities: Heating, wifi. The monthly payment is 200,000 AMD.Translated from Armenian",Dec-12-2022_23-09,,,4,Yes,No,Not included,1 month,,https://list.am/en/item/17503158,
