Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Appliances,Service Lines,Facilities,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
House,Stone,113 sq.m.,2,3,1,,,Old Renovation,"Սանահին Սարահարթ թաղամաս 2/10Ա, Ալավերդի","5,350,000 ֏",AMD,"Urgent sale of a private house in the city of Alaverdi in the yard of Sanahin Sarahart 21 building (Chopani building) The house is gasified, it has not been inhabited for a long time, it needs repairs. It has an attached plot of land with a garage and a storage room.The total area is 113 square metersPrice: 5,350,000 AMDTranslated from Armenian",Nov-25-2022_00-21,58 sq.m.,,,,https://list.am/en/item/18371340,,,,,,
House,Stone,237 sq.m.,2,4,2,Not available,1 spot,No Renovation,Lorri › Stepanavan,"10,000,000 ֏",AMD,"A two-story half-built private house is for sale in the city of Stepanavan, in the left bank.For more information call:Translated from Armenian",Nov-25-2022_00-21,1000 sq.m.,,,,https://list.am/en/item/18230700,,,,,,
House,Monolith,300 sq.m.,2,5,2,,,Major Renovation,Lorri › Tashir,"$125,000",USD,Продается частный Дом. 9 комнат. С земельным участком. На територии есть Завод по производству Сыра. По всем вопросам просьба обращаться по телефону.,Nov-25-2022_00-21,1000 sq.m.,,,,https://list.am/en/item/18125460,,,,,,
House,Wooden,1200 sq.m.,1,5,1,,3 or more spots,Cosmetic Renovation,Lorri › Spitak,"$15,000",USD,It is possible to replace only the wooden part separately. I will exchange for a car.Translated from Armenian,Nov-25-2022_00-21,600 sq.m.,,,,https://list.am/en/item/16440633,,,,,,
House,Wooden,600 sq.m.,1,5,1,,3 or more spots,Cosmetic Renovation,Lorri › Spitak,"$15,000",USD,It is possible to replace only the wooden part separately. I will exchange for a car.Translated from Armenian,Nov-25-2022_00-21,400 sq.m.,,,,https://list.am/en/item/16362425,,,,,,
House,Stone,102 sq.m.,1,4,1,Not available,3 or more spots,No Renovation,Lorri › Ghursali,"12,000,000 ֏",AMD,"Land area: 1650 square meters, house area: 101.9 square meters, basement: 50 square meters, garage: 37.3 square meters, storage room: 9.7 square meters. The house is built with earthquake-resistant zones, the thickness of the basement walls is 60 cm, the thickness of the house walls is 40 cm (tuff), the roof is made of galvanized sheet. The house also comes with 7,800 square meters of arable land in the same community. Suitable for developing a guest house or any branch of rural tourism business or for a country house. There are no problems with immigration.Translated from Armenian",Nov-25-2022_00-21,1650 sq.m.,,,,https://list.am/en/item/17954859,,,,,,
House,Stone,300 sq.m.,2,5,1,Not available,2 spots,Old Renovation,"Grigor Lusavorich street 1, Shenavan","12,500,000 ֏",AMD,"It is located in Shenavan village of Spitak, the price is 12,500,000 drams, exchange is possible, I will listen to offersTranslated from Armenian",Nov-25-2022_00-21,,,,,https://list.am/en/item/15342894,,,,,,
House,Stone,350 sq.m.,2,5,2,,,Old Renovation,"Chavchavadze street, Vanadzor","$55,000",USD,"Собственник. Два этожа + монсард, хорошый подвал. Первый этаж без ремонта, голые стены, второй этаж старый ремонт. Обращаться к соседям они помогут связаться с владельцем. Номер ВАЦАПА в контактном соединении, или пишыте смс. Разумный торг имеется. Можно в расрочку с пред оплатой по договорености. Документы готовы для переоформления Номер ВАЦАПА скину при запросе. СРОЧНО.",Nov-25-2022_00-21,350 sq.m.,,,,https://list.am/en/item/17500655,,,,,,
House,Stone,160 sq.m.,2,5,2,,,Euro Renovation,Lorri › Vanadzor,"$55,000",USD,"A two-storey newly built stone house is for sale.The 3rd floor is Kisashen.The first floor has a large living room / event hall, a kitchen, a renovated bathroom with a double Jacuzzi, a toilet.The second floor has 3 bedrooms, a living room, two balconies, one of which leads to an orchard. There are apple trees, cherries, cherries, pears, raspberry bushes in the garden.The yard has a small chicken coop in front of it, a flower garden and a barbecue. Designed for parking 3-4 cars.There are stairs from the yard to the garden.It is fenced, the gates are made of iron.The main entrance door is heavy iron, the balconies are made of tin European doors.The kitchen, the bathroom, the corridor, the 2nd floor of the entrance and the stairs are tiled.The floor of the house is laminate.The windows are modern euro doors. The interiors are new.The house is brightHas internet, telephone line, gas, electricity, hot or cold water.Both floors are heated.Stairs are from the inside, there is from the outside.For sale together with property and equipment (washing machine, dryer, dishwasher, refrigerator, TV, etc.)The house is in a quiet and safe district, in Shahumyan, close to the forest and the ground. It is not on the river bank.The street is well-lit, has its own sewer.The house can also be used as a guest house (operated), it is close to Mount Maymekh, Tezhler, Vanadzor.There is a minibus every 20 minutes. It takes 4-5 minutes to walk to the stop.There are security cameras.Translated from Armenian",Nov-25-2022_00-21,350 sq.m.,,,,https://list.am/en/item/16385357,,,,,,
House,Stone,150 sq.m.,1,7,3+,,,Old Renovation,Lorri › Stepanavan,"$7,000",USD,"Private house for sale in Urasar village, Stepanavan city, 1 km away from the Lilies Lake. It will be convenient as a guest house.To be repaired. It is located in the center of the villageTranslated from Armenian",Nov-25-2022_00-21,700 sq.m.,,,,https://list.am/en/item/17413289,,,,,,
House,Stone,200 sq.m.,2,4,2,,,No Renovation,"Դպրոցի փողոց 13Ա-1, Վանաձոր","$50,000",USD,"A two-story private house is for sale in Vanadzor on Zakaryan Street.The house has its own garage and there is also a garage.On the first floor there is a kitchen, a bathroom, a living room.There are 3 bedrooms and one bathroom on the 2nd floor.Translated from Armenian",Nov-25-2022_00-21,350 sq.m.,,,,https://list.am/en/item/18107012,,,,,,
House,Panels,150 sq.m.,2,3,2,,Not available,Cosmetic Renovation,Lorri › Spitak,"$28,000",USD,"I am selling a private house in In Spitak, it has constant water and electricity, arable land and a cattle ranch nearby.Translated from Armenian",Nov-25-2022_00-21,300 sq.m.,,,,https://list.am/en/item/18120226,,,,,,
House,Stone,200 sq.m.,2,8+,2,Not available,Not available,Cosmetic Renovation,Lorri › Stepanavan,"$120,000",USD,"Պտղատու այգի, ջեռուցումը բաքսի համակարգ, հարկավոր է կոսմետիկ վերանորոգում տան ներսում։ Կոմունալ բոլոր հարմարություններով։ Սակարկելի։Продается двухэтажный дом в городе Степанаван. Есть два туалета, большой сад. Дом находится в близи соснового леса. Есть все удобства.",Nov-25-2022_00-21,700 sq.m.,,,,https://list.am/en/item/17363170,,,,,,
House,Stone,107 sq.m.,1,3,1,Available,1 spot,Old Renovation,"Մեսրոպ Մաշտոցի փողոց 59-1 , Վանաձոր","$35,000",USD,"Own house for sale in the neighborhood, 3 rooms, one basement, the bathroom and the utility room are outside in the building next to the house.At the end of the garden, a stone warehouse, an orchard, gas, water. Works in the districtRoute taxi number 17.Price negotiableTranslated from Armenian",Nov-25-2022_00-21,470 sq.m.,,,,https://list.am/en/item/18347404,,,,,,
House,Stone,100 sq.m.,1,3,1,By agreement,Not available,Euro Renovation,Lorri › Saramej,"$15,000",USD,Newly built and uninhabited house. Call for other questionsTranslated from Armenian,Nov-25-2022_00-21,1600 sq.m.,,,,https://list.am/en/item/18182111,,,,,,
House,Stone,150 sq.m.,1,8+,3+,Available,1 spot,Euro Renovation,Lorri › Stepanavan,"$120,000",USD,"Վաճառվում է սեփական տուն և գործող հյուրատուն քաղաք Ստեփանավանում, տարացքում առկա է 3 շինություն, որից մեկը 4սենյակ, իսկ 2րդը 3սենյակ, ավտոտնակ 25քմ որին կից կա նաև մեկ սենյակ իր սանհանգույցով, բակում կա 2 տաղավար 50քմ ամառային խոհանոցով երկրորդ 10քմ մանղալով, այգին դեկորածիվ կանաչապատված, կապիտալ վերանորոգվեած. Խնդրում ենք զանգհարեն հստակ և ռեալ գնորդները։Продается собственный дом и действующий гостевой дом в городе Степанаван, На участке 3 строения, одно с 4 комнатами, второе с 3 комнатами, гараж 25 кв. М- и одна комната со своим санузлом. Полностью отремонтирован. Просьба звонить реальным покупателям.дом в степанаване ",Nov-25-2022_00-21,680 sq.m.,"FRidge, dishwasher, washing machine","ELectricity, water supply, natural gas, sewerage","BArbecue oven, gazebo, alarm system",https://list.am/en/item/17286747,,,,,,
House,Stone,119 sq.m.,1,4,2,Not available,Not available,Euro Renovation,"11-րդ փողոց 14, Արջուտ","$25,000",USD,"Newly built private house in Lernapat village for sale, newly built and uninhabited. The kitchen and bathroom are tiled. Laminate flooring in the interior and rooms. All the pictures are his.Translated from Armenian",Nov-25-2022_00-21,,,,,https://list.am/en/item/18156993,,,,,,
House,Stone,300 sq.m.,3,5,2,Available,1 spot,Euro Renovation,"Մանուշյան փողոց, Վանաձոր","$145,000",USD,It is possible to exchange with an apartment for an additional fee. Some property is also given with the house.Only genuine buyers please callTranslated from Armenian,Nov-25-2022_00-21,520 sq.m.,,,"BArbecue oven, gazebo",https://list.am/en/item/16513168,,,,,,
Country House,Stone,80 sq.m.,1,3,1,Available,Not available,Old Renovation,"2-nd street, Geghakar","$9,000",USD,"The house is located on the road to Gyumri, in the village of Geghasar, it has very fertile land, on the sunny side, it is a house built at the beginning of the village, a large cellar is built under the house.Translated from Armenian",Nov-25-2022_00-21,2000 sq.m.,,,,https://list.am/en/item/18222640,,,,,,
House,Stone,120 sq.m.,1,6,3+,Available,Not available,Old Renovation,Lorri › Tashir,"$30,000",USD,Састаяне нармально газ свет вада дом находится в центре сакаркели арачи дпроци мот,Nov-25-2022_00-21,1200 sq.m.,,,,https://list.am/en/item/17018596,,,,,,
