Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,Furniture,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Appliances,Window Views,Parking,Amenities,The House Has,Links
Stone,Yes,Not available,4.0,45 sq.m.,1.0,1,from 2.8 m,3.0,Open balcony,Euro Renovation,Shirak › Gyumri,"10,000 ֏ daily",AMD,"1-room luxurious apartment. To ensure your rest, the apartment has all the prerequisites: Heating, hot and cold water, TV, WI-Fi refrigerator, washing machine, there are dishes in the kitchen.Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/14477227
Stone,No,Not available,2.0,75 sq.m.,3.0,1,from 3.2 m,2.0,Open balcony,Old Renovation,"Rijkov St, Gyumri","15,000 ֏ daily",AMD,3-room apartment in the city center. Suitable for children.Translated from Armenian,Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/18175313
Stone,Yes,Not available,4.0,52 sq.m.,2.0,1,from 3 m,2.0,Not available,Cosmetic Renovation,Shirak › Gyumri,"10,000 ֏ daily",AMD,"A two-room apartment is for daily rent in Gyumri in a newly built building, in the city center, there are the necessary conditions for a pleasant lifestyle, there is wifi, bedding Baxsi system, dishes, call for details.Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/17450097
Stone,No,Not available,4.0,65 sq.m.,2.0,1,from 3 m,3.0,Closed balcony,Cosmetic Renovation,Shirak › Gyumri,"250,000 ֏ monthly",AMD,"A three-room apartment for rent, gas-fired, European windows, with property, appliances.Code 8686Translated from Armenian",Nov-24-2022_17-53,,4,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/17526929
Stone,Yes,Not available,4.0,52 sq.m.,2.0,1,from 3 m,2.0,Not available,Cosmetic Renovation,Shirak › Gyumri,"15,000 ֏ daily",AMD,"A two-room apartment in Gyumri is for daily rent, furnished, equipped with household appliances, internet connection, necessary accessories, dishes, bed. Depending on the number of days and people, the price will be variable. OWNER:Code 1990Translated from Armenian",Nov-24-2022_17-53,,4,Yes,Yes,Not included,Without prepayment,,,,,,https://list.am/en/item/17352877
Stone,No,Not available,5.0,55 sq.m.,2.0,1,from 2.8 m,3.0,Closed balcony,Cosmetic Renovation,Shirak › Gyumri,"160,000 ֏ monthly",AMD,"A three-room apartment for rent, sunny location, with cosmetic repairs, constant water, gasification, BAX system. For details, call:Code 7353Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/17345169
Stone,Yes,Not available,4.0,74 sq.m.,2.0,1,from 3 m,4.0,Open balcony,Euro Renovation,Shirak › Gyumri,"200,000 ֏ monthly",AMD,"An apartment is for rent in Gyumri, on Sayat-Nova street, it is furnished with all utilities, kitchen furniture, household appliances, hot and cold water, heating system (Baxsi) are available, for details call:Code 1415Translated from Armenian",Nov-24-2022_17-53,,3,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/17104834
Stone,Yes,Not available,5.0,60 sq.m.,2.0,1,from 3 m,5.0,Open balcony,Cosmetic Renovation,Shirak › Gyumri,"250,000 ֏ monthly",AMD,"One converted to two rooms for rent, sunny location, with cosmetic repairs, permanent water, call for detailsCode 1905Translated from Armenian",Nov-24-2022_17-53,,4,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/17032670
Stone,No,Available,16.0,73 sq.m.,3.0,1,from 3 m,4.0,Not available,Cosmetic Renovation,Shirak › Gyumri,"250,000 ֏ monthly",AMD,"Apartment for rent in Gyumri city, on Ryzhkov street, kitchen furniture is available.Furnished, household appliances. New refrigerator, Gasified, Heated with Baksi system with natural gas, constant water, Iron door, call those who want real. For more information call. I will provide the photos personally.Code 1989Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/16841248
Stone,No,Not available,5.0,60 sq.m.,3.0,1,from 3 m,3.0,Open balcony,Cosmetic Renovation,Shirak › Gyumri,"250,000 ֏ monthly",AMD,"3-room apartment for rent, renovated, with property, equipment. Baxsi system. Near the stop. Call real tenants.Code 1920Translated from Armenian",Nov-24-2022_17-53,,4,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/16909932
Stone,No,Not available,4.0,45 sq.m.,2.0,1,from 2.5 m,2.0,Open balcony,Major Renovation,"Շահումյան փողոց 188Ա, Գյումրի","15,000 ֏ daily",AMD,"In the small center of Gyumri, right next to the central square, next to the market. 30 meters away. Apartment for daily or monthly rent. The apartment is fully renovated, furnished with furniture, necessary appliances, there is Wi-Fi.The apartment is designed for up to 5 people. The apartment has all the necessary items for living, ideal cleanliness is maintained, feel at home.The area is monitored by video cameras.1 person 12000 days more than 3 days2 In case of renting a person for 17000 days.3-4 people do 20,000 days5 Person 25,000 pairsКвартира посуточно в самом центре города, оборудован всем necessities для проживанияApartment for daily rent in the very center of the city, equipped with everything necessary for living:Click on my page to see all my Ads and all will be visible.Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/16040624
Stone,Yes,Not available,3.0,99 sq.m.,3.0,1,from 3.5 m,3.0,Open balcony,Euro Renovation,"Rijkov St, Gyumri","6,000 ֏ daily",AMD,Daily rent apartment in Gyumri...Translated from Armenian,Nov-24-2022_17-53,Available,8+,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/17441818
Monolith,No,Not available,5.0,105 sq.m.,4.0,1,from 2.8 m,3.0,Multiple balconies,Major Renovation,"Trdat Architector street, Gyumri","100,000 ֏ monthly",AMD,"The apartment is equipped with all utilities: Double-circuit heating system, round-the-clock water supply, gas. The floor is parquet, the windows are European-made, the entrance door is iron. There is a primary secured property for residence.For details, contact the phone number indicated in the announcement.Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/18341364
Stone,Yes,Not available,4.0,68 sq.m.,2.0,1,from 2.7 m,1.0,Closed balcony,Euro Renovation,"Տիգրան Մեծի պողոտա 8Ա, Գյումրի","15,000 ֏ daily",AMD,"2-room apartment in the small center of GyumriThe pictures correspond to realityRead to the endThere are: - bedding,Linen, towels (clean)Hygiene items.Not allowed with animalsThere is also internet and cable TVThe price is conditional and depends on the number of hours and days of peopleTranslated from Armenian",Nov-24-2022_17-53,Available,4,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/16553185
Stone,Yes,Not available,4.0,50 sq.m.,1.0,1,from 2.8 m,1.0,Not available,Designer Renovation,"Մուշ 2 թաղամաս 12/2, Գյումրի","150,000 ֏ monthly",AMD,"Bright, dry, clean, comfortable apartment, everything is available for livingDetails by call.Code 050691Translated from Armenian",Nov-24-2022_17-53,,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/17621099
Stone,Yes,Not available,4.0,70 sq.m.,3.0,1,from 2.8 m,3.0,Open balcony,Cosmetic Renovation,Shirak › Gyumri,"200,000 ֏ monthly",AMD,Phone number for questionsTranslated from Armenian,Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/13849436
Stone,Yes,Not available,4.0,43 sq.m.,1.0,1,from 2.8 m,2.0,Not available,Euro Renovation,"Մուշ 2 թաղամաս 12/2, Գյումրի","10,000 ֏ daily",AMD,"Constant hot-cold water, clean dishes and linen, free internet, details by callAttention!PRICE IS CHANGE BY NUMBER OF PERSONS, DAYS AND HOURSCode 777005Translated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/17563239
Stone,Yes,Not available,4.0,74 sq.m.,2.0,1,from 2.8 m,4.0,Open balcony,Euro Renovation,Shirak › Gyumri,"200,000 ֏ monthly",AMD,"Shirakatsi street, with all communal facilities, propertyTranslated from Armenian",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/17112413
Stone,Yes,Not available,4.0,95 sq.m.,4.0,1,from 3 m,2.0,Closed balcony,Designer Renovation,"Տրդատ Ճարտարապետի փողոց 5/4, Գյումրի","370,000 ֏ monthly",AMD,"A 4-room apartment is for rent on the 2nd floor of a 4-story stone building on Trdat Chartarapet street, Karmir Khach district. The apartment is completely renovated, with new property, has 2 closed balconies, with all utilities. It is given for a monthly rent, long term. It's my apartment, I'm not a brokerTranslated from Armenian",Nov-24-2022_17-53,Available,7,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18155204
Stone,No,Not available,4.0,100 sq.m.,4.0,1,from 2.75 m,4.0,Multiple balconies,Designer Renovation,"Minas Avetisyan street, Gyumri","300,000 ֏ monthly",AMD,"A 4-room apartment is for rent in Ani /58/ districtRenovation in designer styleFurnishedIt has 2 open balconiesLong term and dailyFor details, call the indicated phone number.Code 25004Translated from Armenian",Nov-24-2022_17-53,,4,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/18227189
Stone,Yes,Not available,5.0,40 sq.m.,1.0,1,from 2.8 m,2.0,Open balcony,Designer Renovation,"Улица Михаила Салтыкова-Щедрина 1, Гюмри","14,000 ֏ daily",AMD,"A completely newly renovated, uninhabited, furnished 1-room apartment with all utilities (internet, cable TV) is for daily rent in the center of Gyumri. 300,000 драм - месяцTranslated from Armenian",Nov-24-2022_17-53,Available,2,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/17058388
Stone,Yes,Not available,4.0,48 sq.m.,1.0,1,from 2.5 m,3.0,Closed balcony,Euro Renovation,"Yerevan Highway, Gyumri","12,000 ֏ daily",AMD,"Newly renovated, has internet. Refrigerator, washing machine, TV, dishes, hot and cold water.Translated from Armenian",Nov-24-2022_17-53,,4,Yes,Yes,Included,Without prepayment,,,,,,https://list.am/en/item/17006281
Stone,Yes,Not available,3.0,85 sq.m.,2.0,1,from 2.8 m,2.0,Open balcony,Cosmetic Renovation,"Улица Максима Горького 80А, Гюмри","150,000 ֏ monthly",AMD,"В центре города сдаётся квартира. Квартира расположена в центре Гюмри (1 км от главной площади Вартананца), в окружении супермаркетов, магазинов, ресторанов, автобусной остановки и всего, что может предложить Гюмри. Есть стиральная машина, холодильник, газовая плита, телевизор",Nov-24-2022_17-53,,,,,,,,,,,,https://list.am/en/item/18209468
