Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,Appliances,Window Views,The House Has,Parking,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
Monolith,Yes,Not available,4,48 sq.m.,1,1,from 2.75 m,2,Closed balcony,,Euro Renovation,"Nersisyan street, Vanadzor","$35,000",USD,"It is a clean, pasture apartment. It is separated together with the property.Translated from Armenian",Nov-25-2022_14-07,,,,,https://list.am/en/item/17543670,,,,,,
Panels,No,Available,9,88 sq.m.,4,2,from 2.8 m,7,Open balcony,,Partial Renovation,"Կարեն Դեմիրճյան փողոց 14, Վանաձոր","$55,000",USD,"Bright, spacious and comfortable.In the central part of Vanadzor, the apartment is for rent, or I will exchange it for an apartment in Yerevan.Translated from Armenian",Nov-25-2022_14-07,,,,,https://list.am/en/item/18066529,,,,,,
Stone,No,Not available,5,63 sq.m.,2,1,from 2.7 m,3,Multiple balconies,,Cosmetic Renovation,"Chukhajyan street 24, Vanadzor","1,200,000 ₽",RUB,"I am selling a 2-room apartment in Nisha. The niche has been converted into a bedroom. The apartment is bright, not corner. It has 2 balconies. The entrance to the closed balcony is from the kitchen, the other balcony is open, the entrance is from the bedroom.All rooms are separate, bright.The total area of the apartment is 63 square meters. It is m, residential: 35.03.The bathroom is separate, the floor is tiled.The apartment is cosmetically renovated, the floor is made of parquet.For details, call or write whatsapp viberTranslated from Armenian",Nov-25-2022_14-07,,,,,https://list.am/en/item/18367845,,,,,,
Panels,No,Available,9,97 sq.m.,4,1,from 2.5 m,5,Not available,Available,Euro Renovation,"Վարդանանց փողոց 86/85, Վանաձոր","$70,000",USD,"FOR SALE or RENT 4-room (turned into 3 rooms) renovated apartment in Vanadzor, 86 Vardanants Street, on the 3rd floor. The apartment is sparsely populated. Sold with furniture.The rent is AMD 250,000.! A plot of land for 2 garages is also sold in the yard of the building with additional money.Translated from Armenian",Nov-25-2022_14-07,,,,,https://list.am/en/item/17463940,,,,,,
Stone,No,Not available,5,74 sq.m.,3,1,from 2.7 m,5,Open balcony,,No Renovation,"Viktor Hambartsumyan street 10, Vanadzor","$16,500",USD,"Продается трех комнатная квартира в городе Ванадзор (Кировакан)Общая жилищная площадь 74.07 квадратных метра.Здание газифицировано.Район спальный, спокойный.По близости множество продуктовых магазинов, мини овощной рынок, ателье и т. Д.Из спальных комнат вид на горы. Есть мини балкончик на две персоны.Требуется капитальный ремонт.Полный пакет документов.Возможен торг.Վաճառվում է երեք սենյականոց բնակարան Վանաձորում (Կիրովական)Ընդհանուր բնակելի մակերեսը կազմում է 74.07 քմ։Շենքը գազաֆիկացված է։Մոտակայքում կան բազմաթիվ մթերային խանութներ և այլն։Լեռան տեսարան ննջասենյակներից. Առկա է մինի պատշգամբ երկու անձի համար։Պահանջում է հիմնանորոգում:Փաստաթղթերի ամբողջական փաթեթ.Three-room apartment for sale in Vanadzor (Kirovakan)The total living area is 74.07 square meters.The building is gasified.Sleeping area, calm.There are many grocery stores nearby, a mini vegetable market, ateliers, etc.Mountain views from the bedrooms. There is a mini balcony for two people.Requires a major overhaul.Full package of documents.",Nov-25-2022_14-07,,,,,https://list.am/en/item/18245555,,,,,,
Stone,No,Not available,5,77 sq.m.,3,1,from 2.8 m,5,Multiple balconies,,Old Renovation,Lorri › Vanadzor,"10,000,000 ֏",AMD,"3 rooms for sale. Apartment, Z. In the first 99 buildings. The building has a basement. Located on the street.Translated from Armenian",Nov-25-2022_14-07,,,,,https://list.am/en/item/17185186,,,,,,
Stone,No,Not available,5,53 sq.m.,2,1,from 2.75 m,4,Open balcony,Not available,Cosmetic Renovation,"Tigran Mets Avenue 48, Vanadzor","$36,000",USD,Прдается квартира на проспекте Тигра на Меца 48.,Nov-25-2022_14-07,,,,,https://list.am/en/item/18168905,,,,,,
Panels,No,Not available,5,78 sq.m.,3,1,from 2.5 m,3,Open balcony,,Cosmetic Renovation,Lorri › Vanadzor,"$33,000",USD,Наири 5/ 9 ушарзан цена реалному покупателу реалная торг,Nov-25-2022_14-07,,,,,https://list.am/en/item/18298863,,,,,,
Stone,No,Not available,5,90 sq.m.,3,1,from 2.7 m,2,Multiple balconies,,Euro Renovation,"Tumanyan street 7, Vanadzor","$48,000",USD,"Квартира находится около ресторана Милагро очень солнечная, есть подвал бакси евро окна, все коммунальные условия с мебелью и техникой.",Nov-25-2022_14-07,,,,,https://list.am/en/item/18265886,,,,,,
Monolith,Yes,Not available,4,50 sq.m.,1,1,from 3 m,1,Closed balcony,By agreement,Partial Renovation,"Պրոմեթևսի փողոց 28, Ստեփանավան","6,000,000 ֏",AMD,The apartment is in normal condition. It is possible to exchange it with a car for an additional fee. I have a cattle ranch in Tashir. 25/13 is in normal condition.Translated from Armenian,Nov-25-2022_14-07,,,,,https://list.am/en/item/17188993,,,,,,
Stone,No,Not available,5,87 sq.m.,3,1,from 3 m,1,Closed balcony,Not available,Major Renovation,"Chukhajyan street, Vanadzor","11,500,000 ֏",AMD,"Individual heating system (baksi, paravoi atapleni) Negotiable to cash buyer. In exchange for own house, I am aware of the prices, do not shoot figures, also with a car with an additional fee from you. The property of the house is not for sale.Translated from Armenian",Nov-25-2022_14-07,,,,,https://list.am/en/item/13827403,,,,,,
Stone,No,Not available,4,79 sq.m.,3,1,from 2.8 m,4,Not available,,Cosmetic Renovation,"Stepan Shahumyan Street 26, Spitak","11,000,000 ֏",AMD,"Վաճառվում է 3 սենյականոց բնակարան Սպիտակ քաղաքի կենտրոնում, պատուհաններից երեքը եվրո, կոսմետիկ վերանորոգված։",Nov-25-2022_14-07,,,,,https://list.am/en/item/16627177,,,,,,
Monolith,No,Not available,4,86 sq.m.,3,1,from 2.7 m,2,Closed balcony,By agreement,Cosmetic Renovation,Lorri › Vanadzor,"$29,500",USD,"Կա ավտոտնակ, նկուխ (պադվալ) արեվկօղմ բնակարան է։գնայինի հետ կապվաց կհարմարվեմ բնակարան@ տեսնելուց հետո։тарон 4",Nov-25-2022_14-07,,,,,https://list.am/en/item/17979968,,,,,,
Stone,No,Not available,5,58 sq.m.,2,1,from 2.75 m,3,Open balcony,,Designer Renovation,"Viktor Hambartsumyan street 13, Vanadzor","13,000,000 ֏",AMD,Renovated apartment with furniture and technical equipment is for urgent sale. The apartment is very artistic.Translated from Armenian,Nov-25-2022_14-07,,,,,https://list.am/en/item/17336935,,,,,,
Stone,No,Not available,5,111 sq.m.,3,1,from 2.8 m,5,Multiple balconies,,Cosmetic Renovation,Lorri › Vanadzor,"$23,000",USD,"K. Vanadzor Ishakyan 23 building (next to the Military Commissariat) 3-room apartment + 2-story garage for sale. It has all utilities + 300 yards. For details, call the indicated numbers.Translated from Armenian",Nov-25-2022_14-07,,,,,https://list.am/en/item/16738849,,,,,,
Stone,No,Not available,2,84 sq.m.,3,1,from 3 m,1,Closed balcony,,Partial Renovation,"Rustavi street 12, Vanadzor","$18,000",USD,"Apartment for sale urgentlyAddress: C. Vanadzor, Rustavi 3 buildingԵմ եմI am the owner3 rooms1/2 floor84 sq. M. ApartmentAdjacent land of 150 square metersBasement area - 60 square metersHas privatized landSeparate entrance from the yardTranslated from Armenian",Nov-25-2022_14-07,,,,,https://list.am/en/item/17905607,,,,,,
Monolith,Yes,Not available,4,100 sq.m.,4,1,from 3 m,4,Multiple balconies,Available,Cosmetic Renovation,"Վիրահայոց փողոց 78, Ստեփանավան","$27,000",USD,"It has constant gas, electricity, water. The building is completely renovated and thermally stabilized (UTIPLIT) The roof and entrance with its floors as well. It is sold partly with furniture and partly with appliances. URGENT!Translated from Armenian",Nov-25-2022_14-07,"FRidge, washing machine","YArd view, street view, city view",PLayground,OUtdoor parking,https://list.am/en/item/18154627,,,,,,
Stone,No,Not available,5,74 sq.m.,3,1,from 2.8 m,4,Closed balcony,Not available,Partial Renovation,"Agayan street 77, Vanadzor","8,500,000 ֏",AMD,The apartment is in normal condition. Exchange with your car for an additional feeTranslated from Armenian,Nov-25-2022_14-07,,,,,https://list.am/en/item/16776064,,,,,,
Stone,No,Not available,5,62 sq.m.,2,2,from 2.6 m,1,Multiple balconies,,Partial Renovation,"Griboyedov street 2, Vanadzor","6,500,000 ֏",AMD,"Urgent 2-room apartment for sale is comfortable. There is a water heater, the floor is covered with oak wood, except for one closed and two open balconies, it has basements, adjacent 8x6 sq. M. M orchard near the house. Price is negotiable ․ It is possible to exchange it with a one-room apartment on the condition of paying the difference.Translated from Armenian",Nov-25-2022_14-07,,,,,https://list.am/en/item/17940138,,,,,,
Stone,No,Not available,5,67 sq.m.,2,1,from 2.8 m,2,Closed balcony,Not available,Euro Renovation,"Կարեն Դեմիրճյան փողոց 16-3, Վանաձոր","$40,000",USD,Բնակարանը ունի կոմունալ բոլոր հարմարությունները։ ՈՒնի բաքսի համակարգ եվրոպատուհաններ։ 2 սենյակը նիշիայի հաշվին դարձրած է 3 սենյակ։ Դռները լրիվ նոր է փոխված մուտքինը երկաթյա է։ Շքամուտքու ունենք նաև նկուղ։ Մանրամասների համար զանւահարեք։ Սակարկելի,Nov-25-2022_14-07,,,,,https://list.am/en/item/17992960,,,,,,
Stone,No,Not available,5,52 sq.m.,2,1,from 3 m,5,Open balcony,Not available,Cosmetic Renovation,"Улица Гарегина Нжде 23, Степанаван","$18,500",USD,"Квартира в центре города находится напротив степана шаумя просмотр в любое время, торг есть. Обмен на машину с доплатой тоже возможно. Вайбер и вотсап тоже есть звонить в любое время",Nov-25-2022_14-07,,,,,https://list.am/en/item/17833353,,,,,,
Stone,Yes,Available,4,97 sq.m.,4,1,from 2.6 m,3,Not available,Not available,Old Renovation,"Vardanants Street, Vanadzor","$49,500",USD,A 4-room apartment in the center of Vanadzor is for saleTranslated from Armenian,Nov-25-2022_14-07,,,,,https://list.am/en/item/16881351,,,,,,
Panels,Yes,Available,9,70 sq.m.,2,1,from 2.8 m,8,Open balcony,,Old Renovation,"Usanogakan street, Vanadzor","$19,000",USD,"Վաճառում եմ բնակարան Վանաձորում Դիմաց ՈՒսանողական 16ա, 13րդ դպրոցին կից, 9 հարկանի 8րդ հարկում երկու սենյականոց կվարտիրա, նորոգումը հին է, մուտքի դուռը նոր, սպալնյաի պատուհանը եվրո, ունիտազ վաննա նոր, կա ջուր լույս գազ, ունի մեծ բաց պատշգամբ, առկա է որոշ իրեր կտամ տան հետ, բազկաթոռներ, բազմոց, սպալնյայի շկաֆ, սեղաններ, աթոռներ, թխթաբանուցյան խնդիր չկա, պարտք չկա տան վրա, շենքը սարքված է երկրաշարժից հետո, վերելակը աշխատում է միշտ ու անխափան, կից գտնվում է դպրոց և վաենկոմատ, ՀԱՐՑԵՐԻ ԴԵՊՔՈՒՄ ԳՐԵՔ ԿԱՄ ԶԱՆԳԱՀԱՐԵԼ ՎԱՅԲԵՌԻՆ ՎԱՑԱՊԻՆ",Nov-25-2022_14-07,,,,,https://list.am/en/item/17415055,,,,,,
Stone,No,Not available,3,101 sq.m.,3,1,from 3 m,3,Open balcony,,Euro Renovation,"Tigran Mets Avenue 11, Vanadzor","$130,000",USD,Տունն ամբողջությամբ վերանորոգված է և չբնակեցված։Ունի բաց պատշգամբ։Վերանորոգվել է թանկարժեք նյութերով և ճաշակով։Ունի նաև նկուղ։Շենքը ամրացված է։,Nov-25-2022_14-07,,,,,https://list.am/en/item/15659267,,,,,,
Stone,No,Not available,5,72 sq.m.,3,1,from 2.8 m,4,Not available,,No Renovation,"Улица Ованнеса Туманяна 1/10, Ванадзор","$42,000",USD,3 комнатная квартира,Nov-25-2022_14-07,,,,,https://list.am/en/item/18245364,,,,,,
Panels,No,Available,9,80 sq.m.,4,1,from 2.8 m,8,Open balcony,,Major Renovation,"Ամիրյան փողոց 7, Վանաձոր","20,000,000 ֏",AMD,"For sale with everything, move in and live. Fully renovated 4 (3-furnished 4) room sunny apartment with all property, appliances and garage for sale. The equipment is almost new and has a warranty. Most of the property is new. The exterior walls of the house are thermally insulated, there is constant hot and cold water, a heating system, the elevator works without interruption, the roof has been repaired. The house has a pantry in the porch. The house also comes with a stone garage.Translated from Armenian",Nov-25-2022_14-07,,,,,https://list.am/en/item/18247697,,,,,,
