Type,Floor Area,Address,Price,Currency,Description,Datetime,Prepayment,Utilities,Amenities,Links
Garage,14 sq.m.,"Проспект Комитаса 60/10, Ереван","35,000 ֏",AMD,"Сдаем гараж с ямой в аренду. Находится во дворе жилого дома.Վարձակալում ենք փոսային ավտոտնակ, կարող է օգտագործվել որպես պահեստ.",Nov-24-2022_16-43,,,,https://list.am/en/item/17257857
Garage,24 sq.m.,"Romanos Meliqyan street, Yerevan","30,000 ֏",AMD,The garage is rented to park a carTranslated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/17954933
Parking Space,10 sq.m.,"Verin Antarayin Street 123/3, Yerevan","30,000 ֏",AMD,Сдается комфортный паркинг на первом этаже новостройки,Nov-24-2022_16-43,,,,https://list.am/en/item/18120587
Garage,34 sq.m.,"Halabyan Street, Yerevan","$12,000",USD,"A stone garage is for sale on Halabyan street, in fizgorodok. Area 33.6 square meters for two cars; The garage has a certificate of ownership; PRICE $ 12,000Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/16229888
Parking Space,20 sq.m.,"Buzand St 1,3","60,000 ֏",AMD,"-1 floor, underground, security 24 hours, camerasTranslated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/14896760
Parking Space,90 sq.m.,"Artashisyan street, Yerevan","60,000 ֏",AMD,"The area enclosed by the nave is adjacent to the hospital, with a storage area at the back.Translated from Armenian",Nov-24-2022_16-43,1 month,,,https://list.am/en/item/17222804
Garage,24 sq.m.,"Vardanants Street 26, Yerevan","60,000 ֏",AMD,"A metal garage of 24 square meters is for rent in the yard of Vardanants 28 building in Yerevan, Mets Kentron Meter area.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/18245311
Garage,36 sq.m.,"Paronyan street 22, Yerevan","5,000,000 ֏",AMD,"Garage for 2 cars, 36 square meters owned, all necessary documents available.Translated from Armenian",Nov-24-2022_16-43,By Agreement,,,https://list.am/en/item/15036575
Parking Space,10 sq.m.,"Tsarav Aghbyuri Street 55/11, Yerevan","30,000 ֏",AMD,Call for detailsTranslated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/17660771
Parking Space,18 sq.m.,Yerevan › Arabkir,"20,000 ֏",AMD,"Parking lot for rent in the dream district, on Adontsi street.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/18059608
Garage,27 sq.m.,"Vagharsh Vagharshyan street 18, Yerevan","50,000 ֏",AMD,"Քարե ավտոտնակ Վաղարշ Վաղարշյան 18շենքի դիմաց, հոսանք առկա է, դարպասին կա երկու փական, ավտոտնակը չոր է։ Каменный гараж Вагарша Вагаршяна перед домом 18, электричество есть, на воротах две замка, гараж сухой.",Nov-24-2022_16-43,6 months,,,https://list.am/en/item/17862728
Garage,20 sq.m.,"Սեբաստիայի փողոց 1, Երևան","$12,000",USD,"For sale, following the ideal of a two-story Sebastia garageTranslated from Armenian",Nov-24-2022_16-43,By Agreement,,,https://list.am/en/item/17092258
Garage,25 sq.m.,"Zakaria Sarkavag street, Yerevan","15,000 ֏",AMD,I am renting out my garage. Items shown in the photo will be removed.Translated from Armenian,Nov-27-2022_16-29,By Agreement,,,https://list.am/en/item/18604016
Garage,18 sq.m.,Yerevan › Malatia-Sebastia,"25,000 ֏",AMD,"A garage is for rent near the building of Malatia Sebastia Andranik 75, it is a dry garage with a tiled roofTranslated from Armenian",Nov-27-2022_16-29,By Agreement,,,https://list.am/en/item/18533705
Parking Space,17 sq.m.,"Nikoghayos Adonts Street 4, Yerevan","25,000 ֏",AMD,"Underground parking for rent, near the elevator, building 4/3, Eraz districtTranslated from Armenian",Nov-27-2022_16-29,1 month,,,https://list.am/en/item/18465150
Parking Space,80 sq.m.,"Վազգեն Սարգսյան փողոց 10, Երևան","350,000 ֏",AMD,Parking is available for rentTranslated from Armenian,Nov-27-2022_16-29,By Agreement,,,https://list.am/en/item/18490633
Parking Space,24 sq.m.,"Nalbandyan street, Yerevan","50,000 ֏",AMD,"Парковка 24кв на улице Налбандяна, в здании новостройки. Выходы на улицу Абовяна и Налбандяна.Parking 24sq at Nalbanyan street, building parking. Exists to Aboyan and Nalbandyan streert.",Nov-27-2022_16-29,Without prepayment,,,https://list.am/en/item/18449337
Garage,36 sq.m.,Yerevan › Arabkir,"30,000 ֏",AMD,"Капитальный железобетонный гараж с профильной крышей и мощными дверями с секретными замками, с электричеством",Nov-27-2022_16-29,,,,https://list.am/en/item/18214519
Garage,20 sq.m.,"Ohanov street, Yerevan","15,000 ֏",AMD,The situation in Bangladesh is very goodTranslated from Armenian,Nov-27-2022_16-29,By Agreement,ELectricity,,https://list.am/en/item/18621177
Garage,24 sq.m.,"Vardanants Street 28, Yerevan","55,000 ֏",AMD,Comfortable garage in the yard of Vardanants 28 buildingTranslated from Armenian,Nov-27-2022_16-29,1 month,,,https://list.am/en/item/17677268
Parking Space,20 sq.m.,"Nikoghayos Tigranyan street 9, Yerevan","30,000 ֏",AMD,"The 26th parking lot of the 9th building of Ani district is for rent for 30,000 AMD/month. The price is final, do not call to order!Translated from Armenian",Nov-27-2022_16-29,,,,https://list.am/en/item/18484094
Garage,18 sq.m.,"Avan-Arinj 1st micro, Yerevan","30,000 ֏",AMD,"A stone garage is for rent/for sale in Avan ArinjThe garage is located in Avan Arinj 1 microdistrict, near buildings 1/7, 1/8. There is a car wash next doorTranslated from Armenian",Nov-27-2022_16-29,By Agreement,,,https://list.am/en/item/18216235
Garage,15 sq.m.,Yerevan › Kanaker-Zeytun,"15,000 ֏",AMD,"The garage is located in Monument, Armen Tigranyan 5 building, for more details visitTranslated from Armenian",Nov-27-2022_16-29,1 month,,,https://list.am/en/item/18638834
Garage,18 sq.m.,"Atoyan street passing, Yerevan","40,000 ֏",AMD,"A garage for rent, suitable for use as a workshop, has electricity and a separate meter. Located in Atoya Pass, the picture shows a different garageTranslated from Armenian",Nov-27-2022_16-29,2 weeks,ELectricity,,https://list.am/en/item/18571171
Garage,20 sq.m.,"Garegin Nzhdeh Street, Yerevan",$150,USD,For more information callTranslated from Armenian,Nov-27-2022_16-29,Without prepayment,,,https://list.am/en/item/18510022
Garage,26 sq.m.,"Կարապետ Ուլնեցու փողոց 30Ա, Երևան","50,000 ֏",AMD,Garage for rent in Monument.Translated from Armenian,Nov-27-2022_16-29,2 months,,,https://list.am/en/item/18583088
Garage,72 sq.m.,"Khudiakov St , Yerevan","120,000 ֏",AMD,"A space for rent, width 6 meters, length 12 m (72 square meters) You want to work like a car service. There are residential buildings everywhere. Those who wish should call or write.Translated from Armenian",Nov-27-2022_16-29,By Agreement,,,https://list.am/en/item/18637924
Parking Space,18 sq.m.,"Նիկողայոս Ադոնց փողոց, Երևան","25,000 ֏",AMD,"Parking for rentThe parking lot is located in the underground part of the newly built building in Erz district, 6/2. There is a security service.Translated from Armenian",Nov-27-2022_16-29,1 month,,,https://list.am/en/item/18463771
Garage,57 sq.m.,"Դավթաշենի 1-ին փողոցի 1-ին նրբանցք 3, Երևան","80,000 ֏",AMD,"The garage is rented for parking the car, there is water and a toilet in the garage, we can negotiate the price for using other facilities.Translated from Armenian",Nov-27-2022_16-29,Without prepayment,,,https://list.am/en/item/18387521
Garage,80 sq.m.,"Հաղթանակի 1-ին փողոց 1/26, Երևան","150,000 ֏",AMD,A very comfortable and clean garage in an active service stationsex viz service boxer box garageTranslated from Armenian,Nov-27-2022_16-29,By Agreement,,,https://list.am/en/item/18474627
Garage,44 sq.m.,Yerevan › Ajapnyak,"150,000 ֏",AMD,"A 2-car stone garage is for rent in District 16 (first chain), in an area adjacent to the first line. The space is vaulted, clean and dry. Can serve as a garage, warehouse or production space.There is three-phase electricity, water, Wi-FiGasification is also possibleFor details, call the indicated numberTranslated from Armenian",Nov-27-2022_16-29,By Agreement,,,https://list.am/en/item/17678564
Parking Space,15 sq.m.,"Tsarav Aghbyuri Street 55/5, Yerevan","35,000 ֏",AMD,"Underground parking for rent at 55/5, Tsarav Borzor, AvanUnder the 1st entranceTranslated from Armenian",Nov-27-2022_16-29,,,,https://list.am/en/item/18475725
Parking Space,26 sq.m.,Yerevan › Kentron,"25,000 ֏",AMD,"Garage for rent (underground parking) in Glendale Hills neighborhood, three sides wall.Translated from Armenian",Nov-27-2022_16-29,,,,https://list.am/en/item/18487442
Parking Space,18 sq.m.,Yerevan › Arabkir,"30,000 ֏",AMD,"Nikohayos Adonts 4/3, 3 m/sh, 6 entrances, parking lot number 148Translated from Armenian",Nov-27-2022_16-29,By Agreement,,,https://list.am/en/item/18622345
Garage,18 sq.m.,"Avan-Arinj 2nd micro, Yerevan","20,000 ֏",AMD,"A garage is for rent near building 2/8 of the 2nd microdistrict of Avan-Arinj, next to the kindergarten, close to the road, panel covering (кровля), the floor is concrete, there is a pit.Translated from Armenian",Nov-27-2022_16-29,Without prepayment,,,https://list.am/en/item/18607720
Garage,18 sq.m.,Yerevan › Kanaker-Zeytun,"25,000 ֏",AMD,"For rent in Zeytun, a stone garage in the yard of the 3rd building of Dro. With power, rack, dry, clean condition.Translated from Armenian",Nov-27-2022_16-29,By Agreement,ELectricity,,https://list.am/en/item/18620764
Garage,34 sq.m.,"Դավթաշեն 1-ին թաղամաս 20, Երևան","50,000 ֏",AMD,Stone garage with 2-way entrance.Translated from Armenian,Nov-27-2022_16-29,1 month,ELectricity,,https://list.am/en/item/18603799
Garage,28 sq.m.,"Նար-Դոսի փողոց 73Ա, Երևան","50,000 ֏",AMD,"Also for sale price $25,000For 2 carsTranslated from Armenian",Nov-27-2022_16-29,By Agreement,,,https://list.am/en/item/18377804
Garage,30 sq.m.,"Arno Babajanian street 87, Yerevan","25,000 ֏",AMD,"Garage comfortable, covered, with electricityTranslated from Armenian",Nov-27-2022_16-29,1 month,ELectricity,,https://list.am/en/item/18634999
Garage,18 sq.m.,"Vagharsh Vagharshyan Street 15/64, Yerevan","40,000 ֏",AMD,"Վարձով ավտոտնակ Արաբկիր, Վ. Վաղարշյան 15 շենքի բակում։Сдается в аренду гараж по адресу Ереван, Арабкирский район, ул. Вагаршяна 15.",Nov-27-2022_16-29,1 month,,,https://list.am/en/item/18394936
Parking Space,"20,000 sq.m.",Yerevan › Erebuni,"500,000 ֏",AMD,"Warehouse plots for rent in the rear of Haykop base, suitable for container warehouses, if you don't want to pay for storage, buy a container and we provide spaces at very affordable prices. A new approach to warehouse tenants. Endless places also amenities.Can be used for business purposes of truck maintenance/washing/repairing and similar activities.Trucks for rent very large  parking lot  3 k from Tetsi Krug. Vehicles of any number and size can be parked on Arin Berdi street near the Haykop base with a distance of m. Parking lot.1000 square meters of industrial land for long-term lease. From m to 70,000 sq. At the rear of the M Haykop base. I exchange production land with luxury cars Lexus, Mercedes, Prado, Bentley, Rolls, from 30,000 to 300,000. The area is suitable for manufacturing, warehouses, parking lots, terminals, spare parts market, betonuzel, sarnaras, very large markets and similar businesses. The difference in the exchange price with a surcharge from us or you. There is a local business offer different from basalt  asphalt, concrete, and other types  we have a big opportunity to produce shebe, we have space, we have basalt, daily flow of 30 to 50 trucks, the cost of basalt is 0, if there are those who want to invest money for the mill, we are ready to cooperate, it is a very profitable offer. Profit from 20 to 30 million and more per month.We provide for rent  Autorasculachitis  areas 1000 sq. From m to 5000 sq. Making the M area a big market for spare parts, dismantle the cars and sell the parts on the spot. Limited 100 seats planned. The area is located 2 km from Tetsi hardware market. With a distance of m. Behind Hakop base. One container  + 1000 sq. The cost of renting an area is AMD 200,000 per month.We build and sell (boxers) on our own land at Erebuni / Arin Berd 15/1 in the rear of Haykop base. The projected size of the land is 200 sq. M garage 5*10=50 sq. The cost is AMD 10 million. We also have garages for trucks of various sizes according to the order project.Warehouse plots for rent in the rear of Haykop base, suitable for container warehouses, if you don't want to pay for storage, buy a container and we provide spaces at very affordable prices. A new approach to warehouse tenants. Endless spaces and conveniences.Can be used for business purposes of truck maintenance/washing/repairing and similar activities.Warehouse plots for rent in the back of the Aykop base, suitable for container warehouses, if you don't want to pay for storage, buy a container and we will provide space at very affordable prices. New approach to warehouse tenants Infinite spaces and conveniences.It can be used for commercial purposes for servicing/washing/repairing trucks and similar activities.Translated from Armenian",Nov-27-2022_16-29,2 months,,,https://list.am/en/item/18556962
